sentence_id,sentence,cleaned_sentence,tokens
0,"_
            The Ring Goes South

     Later that day the hobbits held a meeting of their own in Bilbo's room.",the ring goes south later that day the hobbits held a meeting of their own in bilbos room,ring goes south later day hobbits held meeting bilbos room
1,"Merry and Pippin were indignant when they heard that Sam had crept into the Council, and had been chosen as Frodo's companion.",merry and pippin were indignant when they heard that sam had crept into the council and had been chosen as frodos companion,merry pippin indignant heard sam crept council chosen frodos companion
2,"`It's most unfair,' said Pippin.",its most unfair said pippin,unfair said pippin
3,"`Instead of throwing him out, and clapping him in chains, Elrond goes and rewards him for his cheek!'",instead of throwing him out and clapping him in chains elrond goes and rewards him for his cheek,instead throwing clapping chains elrond goes rewards cheek
4,`Rewards!',rewards,rewards
5,said Frodo.,said frodo,said frodo
6,'I can't imagine a more severe punishment.,i cant imagine a more severe punishment,cant imagine severe punishment
7,"You are not thinking what you are saying: condemned to go on this hopeless journey, a reward?",you are not thinking what you are saying condemned to go on this hopeless journey a reward,thinking saying condemned go hopeless journey reward
8,"Yesterday I dreamed that my task was done, and I could rest here, a long while, perhaps for good.'",yesterday i dreamed that my task was done and i could rest here a long while perhaps for good,yesterday dreamed task done could rest long perhaps good
9,"'I don't wonder,' said Merry, 'and I wish you could.",i dont wonder said merry and i wish you could,dont wonder said merry wish could
10,"But we are envying Sam, not you.",but we are envying sam not you,envying sam
11,"If you have to go, then it will be a punishment for any of us to be left behind, even in Rivendell.",if you have to go then it will be a punishment for any of us to be left behind even in rivendell,go punishment us left behind even rivendell
12,We have come a long way with you and been through some stiff times.,we have come a long way with you and been through some stiff times,come long way stiff times
13,We want to go on.',we want to go on,want go
14,"`That's what I meant,' said Pippin.",thats what i meant said pippin,thats meant said pippin
15,"`We hobbits ought to stick together, and we will.",we hobbits ought to stick together and we will,hobbits ought stick together
16,"I shall go, unless they chain me up.",i shall go unless they chain me up,shall go unless chain
17,There must be someone with intelligence in the party.',there must be someone with intelligence in the party,must someone intelligence party
18,"'Then you certainly will not be chosen, Peregrin Took!'",then you certainly will not be chosen peregrin took,certainly chosen peregrin took
19,"said Gandalf, looking in through the window, which was near the ground.",said gandalf looking in through the window which was near the ground,said gandalf looking window near ground
20,`But you are all worrying yourselves unnecessarily.,but you are all worrying yourselves unnecessarily,worrying unnecessarily
21,Nothing is decided yet.',nothing is decided yet,nothing decided yet
22,`Nothing decided!',nothing decided,nothing decided
23,cried Pippin.,cried pippin,cried pippin
24,'Then what were you all doing?,then what were you all doing,
25,You were shut up for hours.',you were shut up for hours,shut hours
26,"""Talking,' said Bilbo.",talking said bilbo,talking said bilbo
27,"`There was a deal of talk, and everyone had an eye-opener.",there was a deal of talk and everyone had an eyeopener,deal talk everyone eyeopener
28,Even old Gandalf.,even old gandalf,even old gandalf
29,"I think Legolas's bit of news about Gollum caught even him on the hop, though he passed it off.'",i think legolass bit of news about gollum caught even him on the hop though he passed it off,think legolass bit news gollum caught even hop though passed
30,"`You were wrong,' said Gandalf.",you were wrong said gandalf,wrong said gandalf
31,'You were inattentive.,you were inattentive,inattentive
32,I had already heard of it from Gwaihir.,i had already heard of it from gwaihir,already heard gwaihir
33,"If you want to know, the only real eye-openers, as you put it, were you and Frodo; and I was the only one that was not surprised.'",if you want to know the only real eyeopeners as you put it were you and frodo and i was the only one that was not surprised,want know real eyeopeners put frodo one surprised
34,"`Well, anyway,' said Bilbo, 'nothing was decided beyond choosing poor Frodo and Sam.",well anyway said bilbo nothing was decided beyond choosing poor frodo and sam,well anyway said bilbo nothing decided beyond choosing poor frodo sam
35,"I was afraid all the time that it might come to that, if I was let off.",i was afraid all the time that it might come to that if i was let off,afraid time might come let
36,"But if you ask me, Elrond will send out a fair number, when the reports come in.",but if you ask me elrond will send out a fair number when the reports come in,ask elrond send fair number reports come
37,"Have they started yet, Gandalf?'",have they started yet gandalf,started yet gandalf
38,"'Yes,' said the wizard.",yes said the wizard,yes said wizard
39,`Some of the scouts have been sent out already.,some of the scouts have been sent out already,scouts sent already
40,More will go tomorrow.,more will go tomorrow,go tomorrow
41,"Elrond is sending Elves, and they will get in touch with the Rangers, and maybe with Thranduil's folk in Mirkwood.",elrond is sending elves and they will get in touch with the rangers and maybe with thranduils folk in mirkwood,elrond sending elves get touch rangers maybe thranduils folk mirkwood
42,And Aragorn has gone with Elrond's sons.,and aragorn has gone with elronds sons,aragorn gone elronds sons
43,We shall have to scour the lands all round for many long leagues before any move is made.,we shall have to scour the lands all round for many long leagues before any move is made,shall scour lands round many long leagues move made
44,"So cheer up, Frodo!",so cheer up frodo,cheer frodo
45,You will probably make quite a long stay here.',you will probably make quite a long stay here,probably make quite long stay
46,'Ah!',ah,ah
47,said Sam gloomily.,said sam gloomily,said sam gloomily
48,'We'll just wait long enough for winter to come.',well just wait long enough for winter to come,well wait long enough winter come
49,"'That can't be helped,' said Bilbo.",that cant be helped said bilbo,cant helped said bilbo
50,"'It's your fault partly, Frodo my lad: insisting on waiting for my birthday.",its your fault partly frodo my lad insisting on waiting for my birthday,fault partly frodo lad insisting waiting birthday
51,"A funny way of honouring it, I can't help thinking.",a funny way of honouring it i cant help thinking,funny way honouring cant help thinking
52,Not the day I should have chosen for letting the S.-B.s into Bag End.,not the day i should have chosen for letting the sbs into bag end,day chosen letting sbs bag end
53,But there it is: you can't wait now fill spring; and you can't go till the reports come back.,but there it is you cant wait now fill spring and you cant go till the reports come back,cant wait fill spring cant go till reports come back
54,"When winter first begins to bite
            and stones crack in the frosty night,
           when pools are black and trees are bare,
            'tis evil in the Wild to fare.",when winter first begins to bite and stones crack in the frosty night when pools are black and trees are bare tis evil in the wild to fare,winter first begins bite stones crack frosty night pools black trees bare tis evil wild fare
55,But that I am afraid will be just your luck.',but that i am afraid will be just your luck,afraid luck
56,"'I am afraid it will,' said Gandalf.",i am afraid it will said gandalf,afraid said gandalf
57,'We can't start until we have found out about the Riders.',we cant start until we have found out about the riders,cant start found riders
58,"`I thought they were all destroyed in the flood,' said Merry.",i thought they were all destroyed in the flood said merry,thought destroyed flood said merry
59,"'You cannot destroy Ringwraiths like that,' said Gandalf.",you cannot destroy ringwraiths like that said gandalf,destroy ringwraiths like said gandalf
60,"`The power of their master is in them, and they stand or fall by him.",the power of their master is in them and they stand or fall by him,power master stand fall
61,"We hope that they were all unhorsed and unmasked, and so made for a while less dangerous; but we must find out for certain.",we hope that they were all unhorsed and unmasked and so made for a while less dangerous but we must find out for certain,hope unhorsed unmasked made less dangerous must find certain
62,"In the meantime you should try and forget your troubles, Frodo.",in the meantime you should try and forget your troubles frodo,meantime try forget troubles frodo
63,I do not know if I can do anything to help you; but I will whisper this in your ears.,i do not know if i can do anything to help you but i will whisper this in your ears,know anything help whisper ears
64,Someone said that intelligence would be needed in the party.,someone said that intelligence would be needed in the party,someone said intelligence would needed party
65,He was right.,he was right,right
66,I think I shall come with you.',i think i shall come with you,think shall come
67,"So great was Frodo's delight at this announcement that Gandalf left the window-sill, where he had been sitting, and took off his hat and bowed.",so great was frodos delight at this announcement that gandalf left the windowsill where he had been sitting and took off his hat and bowed,great frodos delight announcement gandalf left windowsill sitting took hat bowed
68,'I only said _I think I shall come_.,i only said i think i shall come,said think shall come
69,Do not count on anything yet.,do not count on anything yet,count anything yet
70,"In this matter Elrond will have much to say, and your friend the Strider.",in this matter elrond will have much to say and your friend the strider,matter elrond much say friend strider
71,"Which reminds me, I want to see Elrond.",which reminds me i want to see elrond,reminds want see elrond
72,I must be off.',i must be off,must
73,`How long do you think I shall have here?',how long do you think i shall have here,long think shall
74,said Frodo to Bilbo when Gandalf had gone.,said frodo to bilbo when gandalf had gone,said frodo bilbo gandalf gone
75,"`Oh, I don't know.",oh i dont know,oh dont know
76,"I can't count days in Rivendell,' said Bilbo.",i cant count days in rivendell said bilbo,cant count days rivendell said bilbo
77,"'But quite long, I should think.",but quite long i should think,quite long think
78,We can have many a good talk.,we can have many a good talk,many good talk
79,"What about helping me with my book, and making a start on the next?",what about helping me with my book and making a start on the next,helping book making start next
80,Have you thought of an ending?',have you thought of an ending,thought ending
81,"'Yes, several, and all are dark and unpleasant,' said Frodo.",yes several and all are dark and unpleasant said frodo,yes several dark unpleasant said frodo
82,"'Oh, that won't do!'",oh that wont do,oh wont
83,said Bilbo.,said bilbo,said bilbo
84,`Books ought to have good endings.,books ought to have good endings,books ought good endings
85,How would this do: _and they all settled down and lived together happily ever after_?',how would this do and they all settled down and lived together happily ever after,would settled lived together happily ever
86,"`It will do well, if it ever comes to that,' said Frodo.",it will do well if it ever comes to that said frodo,well ever comes said frodo
87,'Ah!',ah,ah
88,said Sam.,said sam,said sam
89,'And where will they live?,and where will they live,live
90,That's what I often wonder.',thats what i often wonder,thats often wonder
91,For a while the hobbits continued to talk and think of the past journey and of the perils that lay ahead; but such was the virtue of the land of Rivendell that soon all fear and anxiety was lifted from their minds.,for a while the hobbits continued to talk and think of the past journey and of the perils that lay ahead but such was the virtue of the land of rivendell that soon all fear and anxiety was lifted from their minds,hobbits continued talk think past journey perils lay ahead virtue land rivendell soon fear anxiety lifted minds
92,"The future, good or ill, was not forgotten, but ceased to have any power over the present.",the future good or ill was not forgotten but ceased to have any power over the present,future good ill forgotten ceased power present
93,"Health and hope grew strong in them, and they were content with each good day as it came, taking pleasure in every meal, and in every word and song.",health and hope grew strong in them and they were content with each good day as it came taking pleasure in every meal and in every word and song,health hope grew strong content good day came taking pleasure every meal every word song
94,"So the days slipped away, as each morning dawned bright and fair, and each evening followed cool and clear.",so the days slipped away as each morning dawned bright and fair and each evening followed cool and clear,days slipped away morning dawned bright fair evening followed cool clear
95,"But autumn was waning fast; slowly the golden light faded to pale silver, and the lingering leaves fell from the naked trees.",but autumn was waning fast slowly the golden light faded to pale silver and the lingering leaves fell from the naked trees,autumn waning fast slowly golden light faded pale silver lingering leaves fell naked trees
96,A wind began to blow chill from the Misty Mountains to the east.,a wind began to blow chill from the misty mountains to the east,wind began blow chill misty mountains east
97,"The Hunter's Moon waxed round in the night sky, and put to flight all the lesser stars.",the hunters moon waxed round in the night sky and put to flight all the lesser stars,hunters moon waxed round night sky put flight lesser stars
98,But low in the South one star shone red.,but low in the south one star shone red,low south one star shone red
99,"Every night, as the Moon waned again, it shone brighter and brighter.",every night as the moon waned again it shone brighter and brighter,every night moon waned shone brighter brighter
100,"Frodo could see it from his window, deep in the heavens burning like a watchful eye that glared above the trees on the brink of the valley.",frodo could see it from his window deep in the heavens burning like a watchful eye that glared above the trees on the brink of the valley,frodo could see window deep heavens burning like watchful eye glared trees brink valley
101,"The hobbits had been nearly two months in the House of Elrond, and November had gone by with the last shreds of autumn, and December was passing, when the scouts began to return.",the hobbits had been nearly two months in the house of elrond and november had gone by with the last shreds of autumn and december was passing when the scouts began to return,hobbits nearly two months house elrond november gone last shreds autumn december passing scouts began return
102,"Some had gone north beyond the springs of the Hoarwell into the Ettenmoors; and others had gone west, and with the help of Aragorn and the Rangers had searched the lands far down the Greyflood, as far as Tharbad, where the old North Road crossed the river by a ruined town.",some had gone north beyond the springs of the hoarwell into the ettenmoors and others had gone west and with the help of aragorn and the rangers had searched the lands far down the greyflood as far as tharbad where the old north road crossed the river by a ruined town,gone north beyond springs hoarwell ettenmoors others gone west help aragorn rangers searched lands far greyflood far tharbad old north road crossed river ruined town
103,"Many had gone east and south; and some of these had crossed the Mountains and entered Mirkwood, while others had climbed the pass at the source of the Gladden River, and had come down into Wilderland and over the Gladden Fields and so at length had reached the old home of Radagast at Rhosgobel.",many had gone east and south and some of these had crossed the mountains and entered mirkwood while others had climbed the pass at the source of the gladden river and had come down into wilderland and over the gladden fields and so at length had reached the old home of radagast at rhosgobel,many gone east south crossed mountains entered mirkwood others climbed pass source gladden river come wilderland gladden fields length reached old home radagast rhosgobel
104,Radagast was not there; and they had returned over the high pass that was called the Dimrill Stair.,radagast was not there and they had returned over the high pass that was called the dimrill stair,radagast returned high pass called dimrill stair
105,"The sons of Elrond, Elladan and Elrohir, were the last to return; they had made a great journey, passing down the Silverlode into a strange country, but of their errand they would not speak to any save to Elrond.",the sons of elrond elladan and elrohir were the last to return they had made a great journey passing down the silverlode into a strange country but of their errand they would not speak to any save to elrond,sons elrond elladan elrohir last return made great journey passing silverlode strange country errand would speak save elrond
106,In no region had the messengers discovered any signs or tidings of the Riders or other servants of the Enemy.,in no region had the messengers discovered any signs or tidings of the riders or other servants of the enemy,region messengers discovered signs tidings riders servants enemy
107,Even from the Eagles of the Misty Mountains they had learned no fresh news.,even from the eagles of the misty mountains they had learned no fresh news,even eagles misty mountains learned fresh news
108,"Nothing had been seen or heard of Gollum; but the wild wolves were still gathering, and were hunting again far up the Great River.",nothing had been seen or heard of gollum but the wild wolves were still gathering and were hunting again far up the great river,nothing seen heard gollum wild wolves still gathering hunting far great river
109,Three of the black horses had been found at once drowned in the flooded Ford.,three of the black horses had been found at once drowned in the flooded ford,three black horses found drowned flooded ford
110,"On the rocks of the rapids below it searchers discovered the bodies of five more, and also a long black cloak, slashed and tattered.",on the rocks of the rapids below it searchers discovered the bodies of five more and also a long black cloak slashed and tattered,rocks rapids searchers discovered bodies five also long black cloak slashed tattered
111,"Of the Black Riders no other trace was to be seen, and nowhere was their presence to be felt.",of the black riders no other trace was to be seen and nowhere was their presence to be felt,black riders trace seen nowhere presence felt
112,It seemed that they had vanished from the North.,it seemed that they had vanished from the north,seemed vanished north
