sentence_id,sentence,cleaned_sentence,tokens
0,"_
            Three is Company

     'You ought to go quietly, and you ought to go soon,' said Gandalf.",three is company you ought to go quietly and you ought to go soon said gandalf,three company ought go quietly ought go soon said gandalf
1,"Two or three weeks had passed, and still Frodo made no sign of getting ready to go.",two or three weeks had passed and still frodo made no sign of getting ready to go,two three weeks passed still frodo made sign getting ready go
2,'I know.,i know,know
3,"But it is difficult to do both,' he objected.",but it is difficult to do both he objected,difficult objected
4,"If I just vanish like Bilbo, the tale will be all over the Shire in no time.'",if i just vanish like bilbo the tale will be all over the shire in no time,vanish like bilbo tale shire time
5,'Of course you mustn't vanish!',of course you mustnt vanish,course mustnt vanish
6,said Gandalf.,said gandalf,said gandalf
7,'That wouldn't do at all!,that wouldnt do at all,wouldnt
8,"I said _soon,_ not _instantly._ If you can think of any way of slipping out of the Shire without its being generally known, it will be worth a little delay.",i said soon not instantly if you can think of any way of slipping out of the shire without its being generally known it will be worth a little delay,said soon instantly think way slipping shire without generally known worth little delay
9,But you must not delay too long.',but you must not delay too long,must delay long
10,"'What about the autumn, on or after Our Birthday?'",what about the autumn on or after our birthday,autumn birthday
11,asked Frodo.,asked frodo,asked frodo
12,'I think I could probably make some arrangements by then.',i think i could probably make some arrangements by then,think could probably make arrangements
13,"To tell the truth, he was very reluctant to start, now that it had come to the point.",to tell the truth he was very reluctant to start now that it had come to the point,tell truth reluctant start come point
14,"Bag End seemed a more desirable residence than it had for years, and he wanted to savour as much as he could of his last summer in the Shire.",bag end seemed a more desirable residence than it had for years and he wanted to savour as much as he could of his last summer in the shire,bag end seemed desirable residence years wanted savour much could last summer shire
15,"When autumn came, he knew that part at least of his heart would think more kindly of journeying, as it always did at that season.",when autumn came he knew that part at least of his heart would think more kindly of journeying as it always did at that season,autumn came knew part least heart would think kindly journeying always season
16,He had indeed privately made up his mind to leave on his fiftieth birthday: Bilbo's one hundred and twenty-eighth.,he had indeed privately made up his mind to leave on his fiftieth birthday bilbos one hundred and twentyeighth,indeed privately made mind leave fiftieth birthday bilbos one hundred twentyeighth
