sentence_id,sentence,cleaned_sentence,tokens
0,"_
            The Old Forest

     Frodo woke suddenly.",the old forest frodo woke suddenly,old forest frodo woke suddenly
1,It was still dark in the room.,it was still dark in the room,still dark room
2,"Merry was standing there with a candle in one hand, and banging on the door with the other.",merry was standing there with a candle in one hand and banging on the door with the other,merry standing candle one hand banging door
3,'All right!,all right,right
4,What is it?',what is it,
5,"said Frodo, still shaken and bewildered.",said frodo still shaken and bewildered,said frodo still shaken bewildered
6,'What is it!',what is it,
7,cried Merry.,cried merry,cried merry
8,'It is time to get up.,it is time to get up,time get
9,It is half past four and very foggy.,it is half past four and very foggy,half past four foggy
10,Come on!,come on,come
11,Sam is already getting breakfast ready.,sam is already getting breakfast ready,sam already getting breakfast ready
12,Even Pippin is up.,even pippin is up,even pippin
13,"I am just going to saddle the ponies, and fetch the one that is to be the baggage-carrier.",i am just going to saddle the ponies and fetch the one that is to be the baggagecarrier,going saddle ponies fetch one baggagecarrier
14,Wake that sluggard Fatty!,wake that sluggard fatty,wake sluggard fatty
15,At least he must get up and see us off.',at least he must get up and see us off,least must get see us
16,Soon after six o'clock the five hobbits were ready to start.,soon after six oclock the five hobbits were ready to start,soon six oclock five hobbits ready start
17,Fatty Bolger was still yawning.,fatty bolger was still yawning,fatty bolger still yawning
18,They stole quietly out of the house.,they stole quietly out of the house,stole quietly house
19,"Merry went in front leading a laden pony, and took his way along a path that went through a spinney behind the house, and then cut across several fields.",merry went in front leading a laden pony and took his way along a path that went through a spinney behind the house and then cut across several fields,merry went front leading laden pony took way along path went spinney behind house cut across several fields
20,"The leaves of trees were glistening, and every twig was dripping; the grass was grey with cold dew.",the leaves of trees were glistening and every twig was dripping the grass was grey with cold dew,leaves trees glistening every twig dripping grass grey cold dew
21,"Everything was still, and far-away noises seemed near and clear: fowls chattering in a yard, someone closing a door of a distant house.",everything was still and faraway noises seemed near and clear fowls chattering in a yard someone closing a door of a distant house,everything still faraway noises seemed near clear fowls chattering yard someone closing door distant house
22,"In their shed they found the ponies; sturdy little beasts of the kind loved by hobbits, not speedy, but good for a long day's work.",in their shed they found the ponies sturdy little beasts of the kind loved by hobbits not speedy but good for a long days work,shed found ponies sturdy little beasts kind loved hobbits speedy good long days work
23,"They mounted, and soon they were riding off into the mist, which seemed to open reluctantly before them and close forbiddingly behind them.",they mounted and soon they were riding off into the mist which seemed to open reluctantly before them and close forbiddingly behind them,mounted soon riding mist seemed open reluctantly close forbiddingly behind
24,"After riding for about an hour, slowly and without talking, they saw the Hedge looming suddenly ahead.",after riding for about an hour slowly and without talking they saw the hedge looming suddenly ahead,riding hour slowly without talking saw hedge looming suddenly ahead
