sentence_id,sentence,cleaned_sentence,tokens
0,"_
            The Council of Elrond

     Next day Frodo woke early, feeling refreshed and well.",the council of elrond next day frodo woke early feeling refreshed and well,council elrond next day frodo woke early feeling refreshed well
1,"He walked along the terraces above the loud-flowing Bruinen and watched the pale, cool sun rise above the far mountains, and shine down.",he walked along the terraces above the loudflowing bruinen and watched the pale cool sun rise above the far mountains and shine down,walked along terraces loudflowing bruinen watched pale cool sun rise far mountains shine
2,"Slanting through the thin silver mist; the dew upon the yellow leaves was glimmering, and the woven nets of gossamer twinkled on every bush.",slanting through the thin silver mist the dew upon the yellow leaves was glimmering and the woven nets of gossamer twinkled on every bush,slanting thin silver mist dew upon yellow leaves glimmering woven nets gossamer twinkled every bush
3,"Sam walked beside him, saying nothing.",sam walked beside him saying nothing,sam walked beside saying nothing
4,"but sniffing the air, and looking every now and again with wonder in his eyes at the great heights in the East.",but sniffing the air and looking every now and again with wonder in his eyes at the great heights in the east,sniffing air looking every wonder eyes great heights east
5,The snow was white upon their peaks.,the snow was white upon their peaks,snow white upon peaks
6,On a seat cut in the stone beside a turn in the path they came upon Gandalf and Bilbo deep in talk.,on a seat cut in the stone beside a turn in the path they came upon gandalf and bilbo deep in talk,seat cut stone beside turn path came upon gandalf bilbo deep talk
7,`Hullo!,hullo,hullo
8,Good morning!',good morning,good morning
9,said Bilbo.,said bilbo,said bilbo
10,`Feel ready for the great council?',feel ready for the great council,feel ready great council
11,"`I feel ready for anything,' answered Frodo.",i feel ready for anything answered frodo,feel ready anything answered frodo
12,`But most of all I should like to go walking today and explore the valley.,but most of all i should like to go walking today and explore the valley,like go walking today explore valley
13,I should like to get into those pine-woods up there.',i should like to get into those pinewoods up there,like get pinewoods
14,He pointed away far up the side of Rivendell to the north.,he pointed away far up the side of rivendell to the north,pointed away far side rivendell north
15,"'You may have a chance later,' said Gandalf.",you may have a chance later said gandalf,may chance later said gandalf
16,`But we cannot make any plans yet.,but we cannot make any plans yet,make plans yet
17,There is much to hear and decide today.',there is much to hear and decide today,much hear decide today
18,Suddenly as they were talking a single clear bell rang out.,suddenly as they were talking a single clear bell rang out,suddenly talking single clear bell rang
19,"`That is the warning bell for the Council of Elrond,' cried Gandalf.",that is the warning bell for the council of elrond cried gandalf,warning bell council elrond cried gandalf
20,`Come along now!,come along now,come along
21,Both you and Bilbo are wanted.',both you and bilbo are wanted,bilbo wanted
22,"Frodo and Bilbo followed the wizard quickly along the winding path back to the house; behind them, uninvited and for the moment forgotten, trotted Sam.",frodo and bilbo followed the wizard quickly along the winding path back to the house behind them uninvited and for the moment forgotten trotted sam,frodo bilbo followed wizard quickly along winding path back house behind uninvited moment forgotten trotted sam
23,Gandalf led them to the porch where Frodo had found his friends the evening before.,gandalf led them to the porch where frodo had found his friends the evening before,gandalf led porch frodo found friends evening
24,The light of the clear autumn morning was now glowing in the valley.,the light of the clear autumn morning was now glowing in the valley,light clear autumn morning glowing valley
25,The noise of bubbling waters came up from the foaming river-bed.,the noise of bubbling waters came up from the foaming riverbed,noise bubbling waters came foaming riverbed
26,"Birds were singing, and a wholesome peace lay on the land.",birds were singing and a wholesome peace lay on the land,birds singing wholesome peace lay land
27,"To Frodo his dangerous flight, and the rumours of the darkness growing in the world outside, already seemed only the memories of a troubled dream; but the faces that were turned to meet them as they entered were grave.",to frodo his dangerous flight and the rumours of the darkness growing in the world outside already seemed only the memories of a troubled dream but the faces that were turned to meet them as they entered were grave,frodo dangerous flight rumours darkness growing world outside already seemed memories troubled dream faces turned meet entered grave
28,"Elrond was there, and several others were seated in silence about him.",elrond was there and several others were seated in silence about him,elrond several others seated silence
29,"Frodo saw Glorfindel and Glóin; and in a corner alone Strider was sitting, clad in his old travel-worn clothes again.",frodo saw glorfindel and gloin and in a corner alone strider was sitting clad in his old travelworn clothes again,frodo saw glorfindel gloin corner alone strider sitting clad old travelworn clothes
30,"Elrond drew Frodo to a seat by his side, and presented him to the company, saying:
     'Here, my friends is the hobbit, Frodo son of Drogo.",elrond drew frodo to a seat by his side and presented him to the company saying here my friends is the hobbit frodo son of drogo,elrond drew frodo seat side presented company saying friends hobbit frodo son drogo
31,Few have ever come hither through greater peril or on an errand more urgent.',few have ever come hither through greater peril or on an errand more urgent,ever come hither greater peril errand urgent
32,He then pointed out and named those whom Frodo had not met before.,he then pointed out and named those whom frodo had not met before,pointed named frodo met
33,There was a younger dwarf at Glóin's side: his son Gimli.,there was a younger dwarf at gloins side his son gimli,younger dwarf gloins side son gimli
34,"Beside Glorfindel there were several other counsellors of Elrond's household, of whom Erestor was the chief; and with him was Galdor, an Elf from the Grey Havens who had come on an errand from Círdan the Shipwright.",beside glorfindel there were several other counsellors of elronds household of whom erestor was the chief and with him was galdor an elf from the grey havens who had come on an errand from cirdan the shipwright,beside glorfindel several counsellors elronds household erestor chief galdor elf grey havens come errand cirdan shipwright
35,"There was also a strange Elf clad in green and brown, Legolas, a messenger from his father, Thranduil, the King of the Elves of Northern Mirkwood.",there was also a strange elf clad in green and brown legolas a messenger from his father thranduil the king of the elves of northern mirkwood,also strange elf clad green brown legolas messenger father thranduil king elves northern mirkwood
36,"And seated a little apart was a tall man with a fair and noble face, dark-haired and grey-eyed, proud and stern of glance.",and seated a little apart was a tall man with a fair and noble face darkhaired and greyeyed proud and stern of glance,seated little apart tall man fair noble face darkhaired greyeyed proud stern glance
37,"He was cloaked and booted as if for a journey on horseback; and indeed though his garments were rich, and his cloak was lined with fur, they were stained with long travel.",he was cloaked and booted as if for a journey on horseback and indeed though his garments were rich and his cloak was lined with fur they were stained with long travel,cloaked booted journey horseback indeed though garments rich cloak lined fur stained long travel
38,He had a collar of silver in which a single white stone was set; his locks were shorn about his shoulders.,he had a collar of silver in which a single white stone was set his locks were shorn about his shoulders,collar silver single white stone set locks shorn shoulders
