sentence_id,sentence
0,"_
            At the Sign of
 The Prancing Pony_

     Bree was the chief village of the Bree-land, a small inhabited region, like an island in the empty lands round about."
1,"Besides Bree itself, there was Staddle on the other side of the hill, Combe in a deep valley a little further eastward, and Archet on the edge of the Chetwood."
2,Lying round Bree-hill and the villages was a small country of fields and tamed woodland only a few miles broad.
3,"The Men of Bree were brown-haired, broad, and rather short, cheerful and independent: they belonged to nobody but themselves; but they were more friendly and familiar with Hobbits, Dwarves, Elves, and other inhabitants of the world about them than was (or is) usual with Big People."
4,According to their own tales they were the original inhabitants and were the descendants of the first Men that ever wandered into the West of the middle-world.
5,"Few had survived the turmoils of the Elder Days; but when the Kings returned again over the Great Sea they had found the Bree-men still there, and they were still there now, when the memory of the old Kings had faded into the grass."
6,"In those days no other Men had settled dwellings so far west, or within a hundred leagues of the Shire."
7,But in the wild lands beyond Bree there were mysterious wanderers.
8,"The Bree-folk called them Rangers, and knew nothing of their origin."
9,"They were taller and darker than the Men of Bree and were believed to have strange powers of sight and hearing, and to understand the languages of beasts and birds."
10,"They roamed at will southwards, and eastwards even as far as the Misty Mountains; but they were now few and rarely seen."
11,"When they appeared they brought news from afar, and told strange forgotten tales which were eagerly listened to; but the Bree-folk did not make friends of them."
12,"There were also many families of hobbits in the Bree-land and _they_claimed to be the oldest settlement of Hobbits in the world, one that was founded long before even the Brandywine was crossed and the Shire colonized."
13,"They lived mostly in Staddle though there were some in Bree itself, especially on the higher slopes of the hill, above the houses of the Men."
14,"The Big Folk and the Little Folk (as they called one another) were on friendly terms, minding their own affairs in their own ways, but both rightly regarding themselves as necessary parts of the Bree-folk."
15,Nowhere else in the world was this peculiar (but excellent) arrangement to be found.
16,"The Bree-folk, Big and Little, did not themselves travel much; and the affairs of the four villages were their chief concern."
17,"Occasionally the Hobbits of Bree went as far as Buckland, or the Eastfarthing; but though their link land was not much further than a day's riding east of the Brandywine Bridge, the Hobbits of the Shire now seldom visited it."
