sentence_id,sentence
0,"_
            A Short Cut to Mushrooms

     In the morning Frodo woke refreshed."
1,"He was lying in a bower made by a living tree with branches laced and drooping to the ground; his bed was of fern and grass, deep and soft and strangely fragrant."
2,"The sun was shining through the fluttering leaves, which were still green upon the tree."
3,He jumped up and went out.
4,Sam was sitting on the grass near the edge of the wood.
5,Pippin was standing studying the sky and weather.
6,There was no sign of the Elves.
7,"'They have left us fruit and drink, and bread,' said Pippin."
8,'Come and have your breakfast.
9,The bread tastes almost as good as it did last night.
10,"I did not want to leave you any, but Sam insisted.'"
11,Frodo sat down beside Sam and began to eat.
12,'What is the plan for today?'
13,asked Pippin.
14,"'To walk to Bucklebury as quickly as possible,' answered Frodo, and gave his attention to the food."
15,'Do you think we shall see anything of those Riders?'
16,asked Pippin cheerfully.
17,Under the morning sun the prospect of seeing a whole troop of them did not seem very alarming to him.
18,"'Yes, probably,' said Frodo, not liking the reminder."
19,'But I hope to get across the river without their seeing us.'
20,'Did you find out anything about them from Gildor?'
21,"'Not much  only hints and riddles,' said Frodo evasively."
22,'Did you ask about the sniffing?'
23,"'We didn't discuss it,' said Frodo with his mouth full."
24,'You should have.
25,I am sure it is very important.'
26,"'In that case I am sure Gildor would have refused to explain it,' said Frodo sharply."
27,'And now leave me in peace for a bit!
28,I don't want to answer a string of questions while I am eating.
29,I want to think!'
30,'Good heavens!'
31,said Pippin.
32,'At breakfast?'
33,He walked away towards the edge of the green.
34,"From Frodo's mind the bright morning  treacherously bright, he thought  had not banished the fear of pursuit; and he pondered the words of Gildor."
35,The merry voice of Pippin came to him.
36,He was running on the green turf and singing.
37,'No!
38,I could not!'
39,he said to himself.
40,"'It is one thing to take my young friends walking over the Shire with me, until we are hungry and weary, and food and bed are sweet."
41,"To take them into exile, where hunger and weariness may have no cure, is quite another  even if they are willing to come."
42,The inheritance is mine alone.
43,I don't think I ought even to take Sam.'
44,"He looked at Sam Gamgee, and discovered that Sam was watching him."
45,"'Well, Sam!'"
46,he said.
47,'What about it?
48,"I am leaving the Shire as soon as ever I can  in fact I have made up my mind now not even to wait a day at Crickhollow, if it can be helped.'"
49,"'Very good, sir!'"
50,'You still mean to come with me?'
51,'I do.'
52,"'It is going to be very dangerous, Sam."
53,'It is already dangerous.
54,Most likely neither of us will come back.'
55,"'If you don't come back, sir, then I shan't, that's certain,' said Sam."
56,_'Don't you leave him!_ they said to me.
57,_Leave him!_ I said.
58,_I never mean to.
59,"I am going with him, if he climbs to the Moon, and if any of those Black Rulers try to stop him, they'll have Sam Gamgee to reckon with,_ I said."
60,They laughed.'
61,"'Who are _they,_ and what are you talking about?'"
62,"'The Elves, sir."
63,"We had some talk last night; and they seemed to know you were going away, so I didn't see the use of denying it."
64,"Wonderful folk, Elves, sir!"
65,Wonderful!'
66,"'They are,' said Frodo."
67,"'Do you like them still, now you have had a closer view?'"
68,"'They seem a bit above my likes and dislikes, so to speak,' answered Sam slowly."
69,'It don't seem to matter what I think about them.
70,"They are quite different from what I expected  so old and young, and so gay and sad, as it were.'"
71,"Frodo looked at Sam rather startled, half expecting to see some outward sign of the odd change that seemed to have come over him."
72,It did not sound like the voice of the old Sam Gamgee that he thought he knew.
73,"But it looked like the old Sam Gamgee sitting there, except that his face was unusually thoughtful."
74,'Do you feel any need to leave the Shire now  now that your wish to see them has come true already?'
75,he asked.
76,"'Yes, sir."
77,"I don't know how to say it, but after last night I feel different."
78,"I seem to see ahead, in a kind of way."
79,"I know we are going to take a very long road, into darkness; but I know I can't turn back."
