sentence_id,sentence
0,"_
            The Great River

     Frodo was roused by Sam."
1,"He found that he was lying, well wrapped, under tall grey-skinned trees in a quiet corner of the woodlands on the west bank of the Great River, Anduin."
2,"He had slept the night away, and the grey of morning was dim among the bare branches."
3,Gimli was busy with a small fire near at hand.
4,They started again before the day was broad.
5,"Not that most of the Company were eager to hurry southwards: they were content that the decision, which they must make at latest when they came to Rauros and the Tindrock Isle, still lay some days ahead; and they let the River bear them on at its own pace, having no desire to hasten towards the perils that lay beyond, whichever course they took in the end."
6,"Aragorn let them drift with the stream as they wished, husbanding their strength against weariness to come."
7,"But he insisted that at least they should start early each day and journey on far into the evening; for he felt in his heart that time was pressing, and he feared that the Dark Lord had not been idle while they lingered in Lórien."
8,"Nonetheless they saw no sign of an enemy that day, nor the next."
9,The dull grey hours passed without event.
10,As the third day of their voyage wore on the lands changed slowly: the trees thinned and then failed altogether.
11,"On the eastern bank to their left they saw long formless slopes stretching up and away toward the sky; brown and withered they looked, as if fire had passed over them, leaving no living blade of green: an unfriendly waste without even a broken tree or a bold stone to relieve the emptiness."
12,"They had come to the Brown Lands that lay, vast and desolate, between Southern Mirkwood and the hills of the Emyn Muil."
13,What pestilence or war or evil deed of the Enemy had so blasted all that region even Aragorn could not tell.
14,"Upon the west to their right the land was treeless also, but it was flat, and in many places green with wide plains of grass."
15,"On this side of the River they passed forests of great reeds, so tall that they shut out all view to the west, as the little boats went rustling by along their fluttering borders."
16,"Their dark withered plumes bent and tossed in the light cold airs, hissing softly and sadly."
17,"Here and there through openings Frodo could catch sudden glimpses of rolling meads, and far beyond them hills in the sunset, and away on the edge of sight a dark line, where marched the southernmost ranks of the Misty Mountains."
18,"There was no sign of living moving things, save birds."
19,"Of these there were many: small fowl whistling and piping in the reeds, but they were seldom seen."
20,"Once or twice the travellers heard the rush and whine of swan-wings, and looking up they saw a great phalanx streaming along the sky."
21,`Swans! '
22,said Sam.
23,`And mighty big ones too! '
24,"`Yes,' said Aragorn, 'and they are black swans.'"
25,`How wide and empty and mournful all this country looks! '
26,said Frodo.
27,"`I always imagined that as one journeyed south it got warmer and merrier, until winter was left behind for ever.'"
28,"'But we have not journeyed far south yet,' answered Aragorn."
29,"`It is still winter, and we are far from the sea."
30,"Here the world is cold until the sudden spring, and we may yet have snow again."
31,"Far away down in the Bay of Belfalas, to which Anduin runs, it is warm and merry, maybe, or would be but for the Enemy."
32,"But here we are not above sixty leagues, I guess, south of the Southfarthing away in your Shire, hundreds of long miles yonder."
33,"You are looking now south-west across the north plains of the Riddermark, Rohan the land of the Horse-lords."
34,Ere long we shall come to the mouth of the Limlight that runs down from Fangorn to join the Great River.
35,That is the north boundary of Rohan; and of old all that lay between Limlight and the White Mountains belonged to the Rohirrim.
36,"It is a rich and pleasant land, and its grass has no rival; but in these evil days folk do not dwell by the River or ride often to its shores."
37,"Anduin is wide, yet the orcs can shoot their arrows far across the stream; and of late, it is said, they have dared to cross the water and raid the herds and studs of Rohan.'"
38,Sam looked from bank to bank uneasily.
39,"The trees had seemed hostile before, as if they harboured secret eyes and lurking dangers; now he wished that the trees were still there."
40,"He felt that the Company was too naked, afloat in little open boats in the midst of shelterless lands, and on a river that was the frontier of war."
41,"In the next day or two, as they went on, borne steadily southwards, this feeling of insecurity grew on all the Company."
42,For a whole day they took to their paddles and hastened forward.
43,The banks slid by.
44,"Soon the River broadened and grew more shallow; long stony beaches lay upon the east, and there were gravel-shoals in the water, so that careful steering was needed."
45,"The Brown Lands rose into bleak wolds, over which flowed a chill air from the East."
46,On the other side the meads had become rolling downs of withered grass amidst a land of fen and tussock.
47,"Frodo shivered, thinking of the lawns and fountains, the clear sun and gentle rains of Lothlórien."
48,There was little speech and no laughter in any of the boats.
49,Each member of the Company was busy with his own thoughts.
50,"The heart of Legolas was running under the stars of a summer night in some northern glade amid the beech-woods; Gimli was fingering gold in his mind, and wondering if it were fit to be wrought into the housing of the Lady's gift."
51,"Merry and Pippin in the middle boat were ill at ease, for Boromir sat muttering to himself, sometimes biting his nails, as if some restlessness or doubt consumed him, sometimes seizing a paddle and driving the boat close behind Aragorn's."
52,"Then Pippin, who sat in the bow looking back, caught a queer gleam in his eye, as he peered forward gazing at Frodo."
53,"Sam had long ago made up his mind that, though boats were maybe not as dangerous as he had been brought up to believe, they were far more uncomfortable than even he had imagined."
54,"He was cramped and miserable, having nothing to do but stare at the winter-lands crawling by and the grey water on either side of him."
55,Even when the paddles were in use they did not trust Sam with one.
56,"As dusk drew down on the fourth day, he was looking back over the bowed heads of Frodo and Aragorn and the following boats; he was drowsy and longed for camp and the feel of earth under his toes."
57,"Suddenly something caught his sight: at first he stared at it listlessly, then he sat up and rubbed his eyes; but when he looked again he could not see it any more."
58,That night they camped on a small eyot close to the western bank.
59,Sam lay rolled in blankets beside Frodo.
60,"`I had a funny dream an hour or two before we stopped, Mr. Frodo,' he said."
61,`Or maybe it wasn't a dream.
62,Funny it was anyway.'
63,"`Well, what was it? '"
64,"said Frodo, knowing that Sam would not settle down until he had told his tale, whatever it was."
65,'I haven't seen or thought of anything to make me smile since we left Lothlórien.'
66,"`It wasn't funny that way, Mr. Frodo."
67,It was queer.
68,"All wrong, if it wasn't a dream."
69,And you had best hear it.
70,It was like this: I saw a log with eyes! '
71,"`The log's all right,' said Frodo."
72,`There are many in the River.
73,But leave out the eyes! '
74,"`That I won't,' said Sam."
75,"` 'Twas the eyes as made me sit up, so to speak."
76,I saw what I took to be a log floating along in the half-light behind Gimli's boat; but I didn't give much heed to it.
77,Then it seemed as if the log was slowly catching us up.
78,"And that was peculiar, as you might say, seeing as we were all floating on the stream together."
79,"Just then I saw the eyes: two pale sort of points, shiny-like, on a hump at the near end of the log."
80,"What's more, it wasn't a log, for it had paddle-feet, like a swan's almost, only they seemed bigger, and kept dipping in and out of the water."
81,"'That's when I sat right up and rubbed my eyes, meaning to give a shout, if it was still there when I had rubbed the drowse out of my head."
82,For the whatever-it-was was coming along fast now and getting close behind Gimli.
83,"But whether those two lamps spotted me moving and staring, or whether I came to my senses, I don't know."
84,"When I looked again, it wasn't there."
85,"Yet I think I caught a glimpse with the tail of-my eye, as the saying is, of something dark shooting under the shadow of the bank."
86,I couldn't see no more eyes though.
87,"`I said to myself: ""dreaming again, Sam Gamgee,"" I said: and I said no more just then."
88,But I've been thinking since.
89,and now I'm not so sure.
90,"What do you make of it, Mr. Frodo? '"
91,"'I should make nothing of it but a log and the dusk and sleep in your eyes Sam, said Frodo, if this was the first time that those eyes had been seen."
92,But it isn't.
93,I saw them away back north before we reached Lórien.
94,And I saw a strange creature with eyes climbing to the flet that night.
95,Haldir saw it too.
96,And do you remember the report of the Elves that went after the orc-band? '
97,"`Ah,' said Sam."
98,`I do; and I remember more too.
99,"I don't like my thoughts; but thinking of one thing and another, and Mr. Bilbo's stories and all, I fancy I could put a name on the creature, at a guess."
100,A nasty name.
101,"Gollum, maybe? '"
102,"`Yes, that is what I have feared for some time,' said Frodo."
103,`Ever since the night on the flet.
104,"I suppose he was lurking in Moria, and picked up our trail then; but I hoped that our stay in Lórien would throw him off the scent again."
105,"The miserable creature must have been hiding in the woods by the Silverlode, watching us start off! '"
106,"`That's about it,' said Sam."
107,"`And we'd better be a bit more watchful ourselves, or we'll feel some nasty fingers round our necks one of these nights, if we ever wake up to feel anything."
108,And that's what I was leading up to.
109,No need to trouble Strider or the others tonight.
110,I'll keep watch.
111,"I can sleep tomorrow, being no more than luggage in a boat, as you might say.'"
112,"`I might,' said Frodo, `and I might say ""luggage with eyes""."
113,"You shall watch; but only if you promise to wake me halfway towards morning, if nothing happens before then.'"
114,In the dead hours Frodo came out of a deep dark sleep to find Sam shaking him.
115,"`It's a shame to wake you,' whispered Sam, `but that's what you said."
116,"There's nothing to tell, or not much."
117,"I thought I heard some soft plashing and a sniffing noise, a while back; but you hear a lot of such queer sounds by a river at night.'"
118,"He lay down, and Frodo sat up, huddled in his blankets, and fought off his sleep."
119,"Minutes or hours passed slowly, and nothing happened."
120,"Frodo was just yielding to the temptation to lie down again when a dark shape, hardly visible, floated close to one of the moored boats."
121,"A long whitish hand could be dimly seen as it shot out and grabbed the gunwale; two pale lamplike eyes shone coldly as they peered inside, and then they lifted and gazed up at Frodo on the eyot."
122,"They were not more than a yard or two away, and Frodo heard the soft hiss of intaken breath."
123,"He stood up, drawing Sting from its sheath, and faced the eyes."
124,Immediately their light was shut off.
125,"There was another hiss and a splash, and the dark log-shape shot away downstream into the night."
126,"Aragorn stirred in his sleep, turned over, and sat up`
     'What is it? '"
127,"he whispered, springing up and coming to Frodo."
128,`I felt something in my sleep.
129,Why have you drawn your sword? '
130,"`Gollum,' answered Frodo."
131,"'Or at least, so I guess.'"
132,`Ah! '
133,said Aragorn.
134,"`So you know about our little footpad, do you?"
135,He padded after us all through Moria and right down to Nimrodel.
136,"Since we took to boats, he has been lying on a log and paddling with hands and feet."
137,"I have tried to catch him once or twice at night; but he is slier than a fox, and as slippery as a fish."
138,"I hoped the river-voyage would beat him, but he is too clever a waterman."
139,`We shall have to try going faster tomorrow.
140,"You lie down now, and I will keep watch for what is left of the night."
141,I wish I could lay my hands on the wretch.
142,We might make him useful.
143,"But if I cannot, we shall have to try and lose him."
144,He is very dangerous.
145,"Quite apart from murder by night on his own account, he may put any enemy that is about on our track.'"
146,The night passed without Gollum showing so much as a shadow again.
147,"After that the Company kept a sharp look-out, but they saw no more of Gollum while the voyage lasted."
148,"If he was still following, he was very wary and cunning."
149,"At Aragorn's bidding they paddled now for long spells, and the banks went swiftly by."
150,"But they saw little of the country, for they journeyed mostly by night and twilight, resting by day, and lying as hidden as the land allowed."
151,In this way the time passed without event until the seventh day.
152,"The weather was still grey and overcast, with wind from the East, but as evening drew into night the sky away westward cleared, and pools of faint light, yellow and pale green, opened under the grey shores of cloud."
153,There the white rind of the new Moon could be seen glimmering in the remote lakes.
154,Sam looked at it and puckered his brows.
155,The next day the country on either side began to change rapidly.
156,The banks began to rise and grow stony.
157,"Soon they were passing through a hilly rocky land, and on both shores there were steep slopes buried in deep brakes of thorn and sloe, tangled with brambles and creepers."
158,"Behind them stood low crumbling cliffs, and chimneys of grey weathered stone dark with ivy; and beyond these again there rose high ridges crowned with wind-writhen firs."
159,"They were drawing near to the grey hill-country of the Emyn Muil, the southern march of Wilderland."
160,"There were many birds about the cliffs and the rock-chimneys, and all day high in the air flocks of birds had been circling, black against the pale sky."
161,"As they lay in their camp that day Aragorn watched the flights doubtfully, wondering if Gollum had been doing some mischief and the news of their voyage was now moving in the wilderness."
162,"Later as the sun was setting, and the Company was stirring and getting ready to start again, he descried a dark spot against the fading light: a great bird high and far off, now wheeling, now flying on slowly southwards."
163,"'What is that, Legolas? '"
164,"he asked, pointing to the northern sky."
165,"'Is it, as I think."
166,an eagle? '
167,'Yes.'
168,said Legolas.
169,"`It is an eagle, a hunting eagle."
170,I wonder what that forebodes.
171,It is far from the mountains.'
172,"`We will not start until it is fully dark,' said Aragorn."
173,The eighth night of their journey came.
174,It was silent and windless; the grey east wind had passed away.
175,"The thin crescent of the Moon had fallen early into the pale sunset, but the sky was clear above, and though far away in the South there were great ranges of cloud that still shone faintly, in the West stars glinted bright."
176,`Come! '
177,said Aragorn.
178,`We will venture one more journey by night.
179,"We are coming to reaches of the River that I do not know well: for I have never journeyed by water in these parts before, not between here and the rapids of Sarn Gebir."
180,"But if I am right in my reckoning, those are still many miles ahead."
181,Still there are dangerous places even before we come there: rocks and stony eyots in the stream.
182,We must keep a sharp watch and not try to paddle swiftly.'
183,To Sam in the leading boat was given the task of watchman.
184,He lay forward peering into the gloom.
185,"The night grew dark, but the stars above were strangely bright, and there was a glimmer On the face of the River."
186,"It was close on midnight, and they had been drifting for some while."
187,"hardly using the paddles, when suddenly Sam cried out."
188,Only a few yards ahead dark shapes loomed up in the stream and he heard the swirl of racing water.
189,"There was a swift current which swung left, towards the eastern shore where the channel was clear."
190,"As they were swept aside the travellers could see, now very close, the pale foam of the River lashing against sharp rocks that were thrust out far into the stream like a ridge of teeth."
191,The boats were all huddled together.
192,"`Hoy there, Aragorn! '"
193,"shouted Boromir, as his boat bumped into the leader."
194,`This is madness!
195,We cannot dare the Rapids by night!
196,"But no boat can live in Sarn Gebir, be it night or day.'"
197,"`Back, back! '"
198,cried Aragorn.
199,'Turn!
200,Turn if you can! '
201,"He drove his paddle into the water, trying to hold the boat and bring it round."
202,"'I am out of my reckoning,' he said to Frodo."
203,'I did not know that we had come so far: Anduin flows faster than I thought.
204,Sarn Gebir must be close at hand already.'
205,"With great efforts they checked the boats and slowly brought them about; but at first they could make only small headway against the current, and all the time they were carried nearer and nearer to the eastern bank."
206,Now dark and ominous it loomed up in the night.
207,"'All together, paddle! '"
208,shouted Boromir.
209,'Paddle!
210,Or we shall be driven on the shoals.'
211,Even as he spoke Frodo felt the keel beneath him grate upon stone.
212,"At that moment there was a twang of bowstrings: several arrows whistled over them, and some fell among them."
213,"One smote Frodo between the shoulders and he lurched forward with a cry, letting go his paddle: but the arrow fell back."
214,foiled by his hidden coat of mail.
