sentence_id,sentence
0,"_
            Lothlórien

     'Alas!"
1,"I Fear we cannot stay here longer,' said Aragorn."
2,He looked towards the mountains and held up his sword.
3,"`Farewell, Gandalf! '"
4,he cried.
5,"'Did I not say to you: _if you pass the doors of Moria, beware_?"
6,Alas that I spoke true!
7,What hope have we without you? '
8,He turned to the Company.
9,"`We must do without hope,' he said."
10,`At least we may yet be avenged.
11,Let us gird ourselves and weep no more!
12,Come!
13,"We have a long road, and much to do.'"
14,They rose and looked about them.
15,"Northward the dale ran up into a glen of shadows between two great arms of the mountains, above which three white peaks were shining: Celebdil, Fanuidhol, Caradhras."
16,the Mountains of Moria.
17,"At the head of the glen a torrent flowed like a white lace over an endless ladder of short falls, and a mist of foam hung in the air about the mountains' feet."
18,"`Yonder is the Dimrill Stair,' said Aragorn, pointing to the falls."
19,"'Down the deep-cloven way that climbs beside the torrent we should have come, if fortune had been kinder.'"
20,"`Or Caradhras less cruel,' said Gimli."
21,`There he stands smiling in the sun! '
22,He shook his fist at the furthest of the snow-capped peaks and turned away.
23,"To the east the outflung arm of the mountains marched to a sudden end, and far lands could be descried beyond them, wide and vague."
24,To the south the Misty Mountains receded endlessly as far as sight could reach.
25,"Less than a mile away, and a little below them, for they still stood high up on the west side of the dale, there lay a mere."
26,"It was long and oval, shaped like a great spear-head thrust deep into the northern glen; but its southern end was beyond the shadows under the sunlit sky."
27,Yet its waters were dark: a deep blue like clear evening sky seen from a lamp-lit room.
28,Its face was still and unruffled.
29,"About it lay a smooth sward, shelving down on all sides to its bare unbroken rim."
30,"`There lies the Mirrormere, deep Kheled-zâram! '"
31,said Gimli sadly.
32,"`I remember that he said: ""May you have joy of the sight!"
33,"But we cannot linger there."""
34,Now long shall I journey ere I have joy again.
35,"It is I that must hasten away, and he that must remain.'"
36,The Company now went down the road from the Gates.
37,"It was rough and broken, fading to a winding track between heather and whin that thrust amid the cracking stones."
38,But still it could be seen that once long ago a great paved way had wound upwards from the lowlands of the Dwarf-kingdom.
39,"In places there were ruined works of stone beside the path, and mounds of green topped with slender birches, or fir-trees sighing in the wind."
40,"An eastward bend led them hard by the sward of Mirrormere, and there not far from the roadside stood a single column broken at the top."
41,'That is Durin's Stone! '
42,cried Gimli.
43,`I cannot pass without turning aside for a moment to look at the wonder of the dale! '
