sentence_id,sentence
0,"_
            Fog on the Barrow-Downs

     That night they heard no noises."
1,"But either in his dreams or out of them, he could not tell which, Frodo heard a sweet singing running in his mind; a song that seemed to come like a pale light behind a grey rain-curtain, and growing stronger to turn the veil all to glass and silver, until at last it was rolled back, and a far green country opened before him under a swift sunrise."
2,The vision melted into waking; and there was Tom whistling like a tree-full of birds; and the sun was already slanting down the hill and through the open window.
3,Outside everything was green and pale gold.
4,"After breakfast, which they again ate alone, they made ready to say farewell, as nearly heavy of heart as was possible on such a morning: cool, bright, and clean under a washed autumn sky of thin blue."
5,The air came fresh from the North-west.
6,"Their quiet ponies were almost frisky, sniffing and moving restlessly."
7,"Tom came out of the house and waved his hat and danced upon the doorstep, bidding the hobbits to get up and be off and go with good speed."
8,"They rode off along a path that wound away from behind the house, and went slanting up towards the north end of the hill-brow under which it sheltered."
9,"They had just dismounted to lead their ponies up the last steep slope, when suddenly Frodo stopped."
10,'Goldberry!'
11,he cried.
12,"'My fair lady, clad all in silver green!"
13,"We have never said farewell to her, nor seen her since the evening!'"
14,He was so distressed that he turned back; but at that moment a clear call came rippling down.
15,"There on the hill-brow she stood beckoning to them: her hair was flying loose, and as it caught the sun it shone and shimmered."
16,A light like the glint of water on dewy grass flashed from under her feet as she danced.
17,"They hastened up the last slope, and stood breathless beside her."
18,"They bowed, but with a wave of her arm she bade them look round; and they looked out from the hill-top over lands under the morning."
19,"It was now as clear and far-seen as it had been veiled and misty when they stood upon the knoll in the Forest, which could now be seen rising pale and green out of the dark trees in the West."
20,"In that direction the land rose in wooded ridges, green, yellow, russet under the sun, beyond which lay hidden the valley of the Brandywine."
21,"To the South, over the line of the Withywindle, there was a distant glint like pale glass where the Brandywine River made a great loop in the lowlands and flowed away out of the knowledge of the hobbits."
22,"Northward beyond the dwindling downs the land ran away in flats and swellings of grey and green and pale earth-colours, until it faded into a featureless and shadowy distance."
23,"Eastward the Barrow-downs rose, ridge behind ridge into the morning, and vanished out of eyesight into a guess: it was no more than a guess of blue and a remote white glimmer blending with the hem of the sky, but it spoke to them, out of memory and old tales, of the high and distant mountains."
24,"They took a deep draught of the air, and felt that a skip and a few stout strides would bear them wherever they wished."
25,"It seemed fainthearted to go jogging aside over the crumpled skirts of the downs towards the Road, when they should be leaping, as lusty as Tom, over the stepping stones of the hills straight towards the Mountains."
26,Goldberry spoke to them and recalled their eyes and thoughts.
27,"'Speed now, fair guests!'"
28,she said.
29,'And hold to your purpose!
30,North with the wind in the left eye and a blessing on your footsteps!
31,Make haste while the Sun shines!'
32,"And to Frodo she said: 'Farewell, Elf-friend, it was a merry meeting!'"
33,But Frodo found no words to answer.
34,"He bowed low, and mounted his pony, and followed by his friends jogged slowly down the gentle slope behind the hill."
35,"Tom Bombadil's house and the valley, and the Forest were lost to view."
36,"The air grew warmer between the green walls of hillside and hillside, and the scent of turf rose strong and sweet as they breathed."
37,"Turning back, when they reached the bottom of the green hollow, they saw Goldberry, now small and slender like a sunlit flower against the sky: she was standing still watching them, and her hands were stretched out towards them."
38,"As they looked she gave a clear call, and lifting up her hand she turned and vanished behind the hill."
39,"Their way wound along the floor of the hollow, and round the green feet of a steep hill into another deeper and broader valley, and then over the shoulder of further hills, and down their long limbs, and up their smooth sides again, up on to new hill-tops and down into new valleys."
40,"There was no tree nor any visible water: it was a country of grass and short springy turf, silent except for the whisper of the air over the edges of the land, and high lonely cries of strange birds."
41,"As they journeyed the sun mounted, and grew hot."
42,Each time they climbed a ridge the breeze seemed to have grown less.
43,"When they caught a glimpse of the country westward the distant Forest seemed to be smoking, as if the fallen rain was steaming up again from leaf and root and mould."
44,"A shadow now lay round the edge of sight, a dark haze above which the upper sky was like a blue cap, hot and heavy."
45,"About mid-day they came to a hill whose top was wide and flattened, like a shallow saucer with a green mounded rim."
46,"Inside there was no air stirring, and the sky seemed near their heads."
47,They rode across and looked northwards.
48,"Then their hearts rose, for it seemed plain that they had come further already than they had expected."
49,"Certainly the distances had now all become hazy and deceptive, but there could be no doubt that the Downs were coming to an end."
50,"A long valley lay below them winding away northwards, until it came to an opening between two steep shoulders."
51,"Beyond, there seemed to be no more hills."
52,Due north they faintly glimpsed a long dark line.
53,"That is a line of trees,' said Merry, 'and that must mark the Road."
54,All along it for many leagues east of the Bridge there are trees growing.
55,Some say they were planted in the old days.'
56,'Splendid!'
57,said Frodo.
58,"'If we make as good going this afternoon as we have done this morning, we shall have left the Downs before the Sun sets and be jogging on in search of a camping place.'"
59,"But even as he spoke he turned his glance eastwards, and he saw that on that side the hills were higher and looked down upon them; and all those hills were crowned with green mounds, and on some were standing stones, pointing upwards like jagged teeth out of green gums."
60,That view was somehow disquieting; so they turned from the sight and went down into the hollow circle.
61,"In the midst of it there stood a single stone, standing tall under the sun above, and at this hour casting no shadow."
62,"It was shapeless and yet significant: like a landmark, or a guarding finger, or more like a warning."
63,"But they were now hungry, and the sun was still at the fearless noon; so they set their backs against the east side of the stone."
64,"It was cool, as if the sun had had no power to warm it; but at that time this seemed pleasant."
65,"There they took food and drink, and made as good a noon-meal under the open sky as anyone could wish; for the food came from 'down under Hill'."
66,Tom had provided them with plenty for the comfort of the day.
67,Their ponies unburdened strayed upon the grass.
68,"Riding over the hills, and eating their fill, the warm sun and the scent of turf, lying a little too long, stretching out their legs and looking at the sky above their noses: these things are, perhaps, enough to explain what happened."
69,"However, that may be: they woke suddenly and uncomfortably from a sleep they had never meant to take."
70,"The standing stone was cold, and it cast a long pale shadow that stretched eastward over them."
71,"The sun, a pale and watery yellow, was gleaming through the mist just above the west wall of the hollow in which they lay; north, south, and east, beyond the wall the fog was thick, cold and white."
72,"The air was silent, heavy and chill."
73,Their ponies were standing crowded together with their heads down.
74,"The hobbits sprang to their feet in alarm, and ran to the western rim."
75,They found that they were upon an island in the fog.
76,"Even as they looked out in dismay towards the setting sun, it sank before their eyes into a white sea, and a cold grey shadow sprang up in the East behind."
77,"The fog rolled up to the walls and rose above them, and as it mounted it bent over their heads until it became a roof: they were shut in a hall of mist whose central pillar was the standing stone."
78,They felt as if a trap was closing about them; but they did not quite lose heart.
79,"They still remembered the hopeful view they had had of the line of the Road ahead, and they still knew in which direction it lay."
80,"In any case, they now had so great a dislike for that hollow place about the stone that no thought of remaining there was in their minds."
81,They packed up as quickly as their chilled fingers would work.
82,"Soon they were leading their ponies in single file over the rim and down the long northward slope of the hill, down into a foggy sea."
83,"As they went down the mist became colder and damper, and their hair hung lank and dripping on their foreheads."
84,"When they reached the bottom it was so cold that they halted and got out cloaks and hoods, which soon became bedewed with grey drops."
85,"Then, mounting their ponies, they went slowly on again, feeling their way by the rise and fall of the ground."
86,"They were steering, as well as they could guess, for the gate-like opening at the far northward end of the long valley which they had seen in the morning."
87,"Once they were through the gap, they had only lo keep on in anything like a straight line and they were bound in the end to strike the Road."
88,"Their thoughts did not go beyond that, except for a vague hope that perhaps away beyond the Downs there might be no fog."
89,Their going was very slow.
90,"To prevent their getting separated and wandering in different directions they went in file, with Frodo leading."
91,"Sam was behind him, and after him came Pippin, and then Merry."
92,The valley seemed to stretch on endlessly.
93,Suddenly Frodo saw a hopeful sign.
94,"On either side ahead a darkness began to loom through the mist; and he guessed that they were at last approaching the gap in the hills, the north-gate of the Barrow-downs."
95,"If they could pass that, they would be free."
96,'Come on!
97,Follow me!'
98,"he called back over his shoulder, and he hurried forward."
99,But his hope soon changed to bewilderment and alarm.
100,"The dark patches grew darker, but they shrank; and suddenly he saw, towering ominous before him and leaning slightly towards one another like the pillars of a headless door, two huge standing stones."
101,"He could not remember having seen any sign of these in the valley, when he looked out from the hill in the morning."
102,He had passed between them almost before he was aware: and even as he did so darkness seemed to fall round him.
103,"His pony reared and snorted, and he fell off."
104,When he looked back he found that he was alone: the others had not followed him.
105,'Sam!'
106,he called.
107,'Pippin!
108,Merry!
109,Come along!
110,Why don't you keep up?'
111,There was no answer.
112,"Fear took him, and he ran back past the stones shouting wildly: 'Sam!"
113,Sam!
114,Merry!
115,Pippin!'
116,The pony bolted into the mist and vanished.
117,"From some way off, or so it seemed, he thought he heard a cry: 'Hoy!"
118,Frodo!
119,Hoy!'
120,"It was away eastward, on his left as he stood under the great stones, staring and straining into the gloom."
121,"He plunged off in the direction of the call, and found himself going steeply uphill."
122,"As he struggled on he called again, and kept on calling more and more frantically; but he heard no answer for some time, and then it seemed faint and far ahead and high above him."
123,'Frodo!
124,Hoy!'
125,"came the thin voices out of the mist: and then a cry that sounded like _help, help!_ often repeated, ending with a last _help!_ that trailed off into a long wail suddenly cut short."
126,"He stumbled forward with all the speed he could towards the cries; but the light was now gone, and clinging night had closed about him, so that it was impossible to be sure of any direction."
127,He seemed all the time to be climbing up and up.
128,Only the change in the level of the ground at his feet told him when he at last came to the top of a ridge or hill.
129,"He was weary, sweating and yet chilled."
130,It was wholly dark.
131,'Where are you?'
132,he cried out miserably.
133,There was no reply.
134,He stood listening.
135,"He was suddenly aware that it was getting very cold, and that up here a wind was beginning to blow, an icy wind."
136,A change was coming in the weather.
137,The mist was flowing past him now in shreds and tatters.
138,"His breath was smoking, and the darkness was less near and thick."
139,He looked up and saw with surprise that faint stars were appearing overhead amid the strands of hurrying cloud and fog.
140,The wind began to hiss over the grass.
141,"He imagined suddenly that he caught a muffled cry, and he made towards it; and even as he went forward the mist was rolled up and thrust aside, and the starry sky was unveiled."
142,"A glance showed him that he was now facing southwards and was on a round hill-top, which he must have climbed from the north."
143,Out of the east the biting wind was blowing.
144,To his right there loomed against the westward stars a dark black shape.
145,A great barrow stood there.
146,'Where are you?'
147,"he cried again, both angry and afraid."
