sentence_id,sentence
0,"_
            Strider

     Frodo, Pippin, and Sam made their way back to the parlour."
1,There was no light.
2,"Merry was not there, and the fire had burned low."
3,It was not until they had puffed up the embers into a blaze and thrown on a couple of faggots that they discovered Strider had come with them.
4,There he was calmly sitting in a chair by the door!
5,'Hallo!'
6,said Pippin.
7,"'Who are you, and what do you want?'"
8,"'I am called Strider,' he answered: 'and though he may have forgotten it, your friend promised to have a quiet talk with me.'"
9,"'You said I might hear something to my advantage, I believe,' said Frodo."
10,'What have you to say?'
11,"'Several things,' answered Strider."
12,"'But, of course, I have my price.'"
13,'What do you mean?'
14,asked Frodo sharply.
15,'Don't be alarmed!
16,"I mean just this: I will tell you what I know, and give you some good advice  but I shall want a reward.'"
17,"'And what will that be, pray?'"
18,said Frodo.
19,"He suspected now that he had fallen in with a rascal, and he thought uncomfortably that he had brought only a little money with him."
20,"All of it would hardly satisfy a rogue, and he could not spare any of it."
21,"'No more than you can afford,' answered Strider with a slow smile, as if he guessed Frodo's thoughts."
22,"'Just this: you must take me along with you, until I wish to leave you.'"
23,"'Oh, indeed!'"
24,"replied Frodo, surprised, but not much relieved."
25,"'Even if I wanted another companion, I should not agree to any such thing, until I knew a good deal more about you, and your business.'"
26,'Excellent!'
27,"exclaimed Strider, crossing his legs and sitting back comfortably."
28,"'You seem to be coming to your senses again, and that is all to the good."
29,You have been much too careless so far.
30,Very well!
31,"I will tell you what I know, and leave the reward to you."
32,"You may be glad to grant it, when you have heard me.'"
33,'Go on then!'
34,said Frodo.
35,'What do you know?'
36,"'Too much; too many dark things,' said Strider grimly."
37,"'But as for your business -' He got up and went to the door, opened it quickly and looked out."
38,Then he shut it quietly and sat down again.
39,"'I have quick ears,' he went on, lowering his voice, 'and though I cannot disappear, I have hunted many wild and wary things and I can usually avoid being seen, if I wish."
40,"Now, I was behind the hedge this evening on the Road west of Bree, when four hobbits came out of the Downlands."
41,"I need not repeat all that they said to old Bombadil or to one another, but one thing interested me."
42,"_Please remember,_ said one of them, _that the name Baggins must not be mentioned."
43,"I am Mr. Underhill, if any name must be given._ That interested me so much that I followed them here."
44,I slipped over the gate just behind them.
45,"Maybe Mr. Baggins has an honest reason for leaving his name behind; but if so, I should advise him and his friends to be more careful.'"
46,"'I don't see what interest my name has for any one in Bree,' said Frodo angrily, 'and I have still to learn why it interests you."
47,"Mr. Strider may have an honest reason for spying and eavesdropping; but if so, I should advise him to explain it.'"
48,'Well answered!'
49,said Strider laughing.
50,"'But the explanation is simple:
     I was looking for a Hobbit called Frodo Baggins."
51,I wanted to find him quickly.
52,"I had learned that he was carrying out of the Shire, well, a secret that concerned me and my friends."
53,"'Now, don't mistake me!'"
54,"he cried, as Frodo rose from his seat, and Sam jumped up with a scowl."
55,'I shall take more care of the secret than you do.
56,And care is needed!'
57,He leaned forward and looked at them.
58,'Watch every shadow!'
59,he said in a low voice.
60,'Black horsemen have passed through Bree.
61,"On Monday one came down the Greenway, they say; and another appeared later, coming up the Greenway from the south.'"
62,There was a silence.
63,"At last Frodo spoke to Pippin and Sam: 'I ought to have guessed it from the way the gatekeeper greeted us,' he said."
64,'And the landlord seems to have heard something.
65,Why did he press us to join the company?
66,And why on earth did we behave so foolishly: we ought to have stayed quiet in here.'
67,"'It would have been better,' said Strider."
68,"'I would have stopped your going into the common-room, if I could; but the innkeeper would not let me in to see you, or take a message.'"
69,'Do you think he' began Frodo.
70,"'No, I don't think any harm of old Butterbur."
71,Only he does not altogether like mysterious vagabonds of my sort.'
72,Frodo gave him a puzzled look.
73,"'Well, I have rather a rascally look, have I not?'"
74,said Strider with a curl of his lip and a queer gleam in his eye.
75,'But I hope we shall get to know one another better.
76,"When we do, I hope you will explain what happened at the end of your song."
77,"For that little prank'
     'It was sheer accident!'"
78,interrupted Frodo.
79,"'I wonder,' said Strider."
80,"'Accident, then."
81,That accident has made your position dangerous.'
82,"'Hardly more than it was already,' said Frodo."
83,'I knew these horsemen were pursuing me; but now at any rate they seem to have missed me and to have gone away.'
84,'You must not count on that!'
85,said Strider sharply.
86,'They will return.
87,And more are coming.
88,There are others.
89,I know their number.
90,I know these Riders.'
91,"He paused, and his eyes were cold and hard."
92,"'And there are some folk in Bree who are not to be trusted,' he went on."
93,"'Bill Ferny, for instance."
94,"He has an evil name in the Bree-land, and queer folk call at his house."
95,You must have noticed him among the company: a swarthy sneering fellow.
96,"He was very close with one of the Southern strangers, and they slipped out together just after your ""accident""."
97,"Not all of those Southerners mean well; and as for Ferny, he would sell anything to anybody; or make mischief for amusement.'"
98,"'What will Ferny sell, and what has my accident got to do with him?'"
99,"said Frodo, still determined not to understand Strider's hints."
100,"'News of you, of course,' answered Strider."
101,'An account of your performance would be very interesting to certain people.
102,After that they would hardly need to be told your real name.
103,It seems to me only too likely that they will hear of it before this night is over.
104,Is that enough?
105,You can do as you like about my reward: take me as a guide or not.
106,"But I may say that I know all the lands between the Shire and the Misty Mountains, for I have wandered over them for many years."
107,I am older than I look.
108,I might prove useful.
109,You will have to leave the open road after tonight; for the horsemen will watch it night and day.
110,"You may escape from Bree, and be allowed to go forward while the Sun is up; but you won't go far."
111,"They will come on you in the wild, in some dark place where there is no help."
112,Do you wish them to find you?
113,They are terrible!'
114,"The hobbits looked at him, and saw with surprise that his face was drawn as if with pain, and his hands clenched the arms of his chair."
115,"The room was very quiet and still, and the light seemed to have grown dim."
116,For a while he sat with unseeing eyes as if walking in distant memory or listening to sounds in the Night far away.
117,'There!'
118,"he cried after a moment, drawing his hand across his brow."
119,'Perhaps I know more about these pursuers than you do.
120,"You fear them, but you do not fear them enough, yet."
121,"Tomorrow you will have to escape, if you can."
122,Strider can take you by paths that are seldom trodden.
123,Will you have him?'
124,There was a heavy silence.
125,"Frodo made no answer, his mind was confused with doubt and fear."
126,"Sam frowned, and looked at his master; and at last he broke out:
     'With your leave, Mr. Frodo, I'd say no!"
127,"This Strider here, he warns and he says take care; and I _say yes_ to that, and let's begin with him."
128,"He comes out of the Wild, and I never heard no good of such folk."
129,"He knows something, that's plain, and more than I like; but it's no reason why we should let him go leading us out into some dark place far from help, as he puts it.'"
130,Pippin fidgeted and looked uncomfortable.
131,"Strider did not reply to Sam, but turned his keen eyes on Frodo."
132,Frodo caught his glance and looked away.
133,"'No,' he said slowly."
134,'I don't agree.
135,"I think, I think you are not really as you choose to look."
136,"You began to talk to me like the Bree-folk, but your voice has changed."
137,"Still Sam seems right in this: I don't see why you should warn us to take care, and yet ask us to take you on trust."
138,Why the disguise?
139,Who are you?
140,What do you really know about  about my business; and how do you know it?'
141,"'The lesson in caution has been well learned,' said Strider with a grim smile."
142,'But caution is one thing and wavering is another.
143,"You will never get to Rivendell now on your own, and to trust me is your only chance."
144,You must make up your mind.
145,"I will answer some of your questions, if that will help you to do so."
146,"But why should you believe my story, if you do not trust me already?"
147,"Still here it is'

     At that moment there came a knock at the door."
148,"Mr. Butterbur had arrived with candles, and behind him was Nob with cans of hot water."
149,Strider withdrew into a dark corner.
150,"'I've come to bid you good night,' said the landlord, putting the candles on the table."
151,'Nob!
152,Take the water to the rooms!'
153,He came in and shut the door.
154,"'It's like this,' he began, hesitating and looking troubled."
155,"'If I've done any harm, I'm sorry indeed."
156,"But one thing drives out another, as you'll admit; and I'm a busy man."
157,"But first one thing and then another this week have jogged my memory, as the saying goes; and not too late I hope."
158,"You see, I was asked to look out for hobbits of the Shire, and for one by the name of Baggins in particular.'"
159,'And what has that got to do with me?'
160,asked Frodo.
161,'Ah!
162,"you know best,' said the landlord, knowingly."
163,"'I won't give you away; but I was told that this Baggins would be going by the name of Underhill, and I was given a description that fits you well enough, if I may say so.'"
164,'Indeed!
165,Let's have it then!'
166,"said Frodo, unwisely interrupting."
