sentence_id,sentence
0,"_
            A Journey in the Dark

     It was evening, and the grey light was again waning fast, when they halted for the night."
1,They were very weary.
2,"The mountains were veiled in deepening dusk, and the wind was cold."
3,Gandalf spared them one more mouthful each of the miruvor of Rivendell.
4,When they had eaten some food he called a council.
5,"'We cannot, of course, go on again tonight,' he said."
6,"`The attack on the Redhorn Gate has tired us out, and we must rest here for a while.'"
7,`And then where are we to go? '
8,asked Frodo.
9,"'We still have our journey and our errand before us,' answered Gandalf."
10,"`We have no choice but to go on, or to return to Rivendell.'"
11,Pippin's face brightened visibly at the mere mention of return to Rivendell; Merry and Sam looked up hopefully.
12,But Aragorn and Boromir made no sign.
13,Frodo looked troubled.
14,"`I wish I was back there,' he said."
15,"`But how can I return without shame  unless there is indeed no other way, and we are already defeated? '"
16,"`You are right, Frodo,' said Gandalf: `to go back is to admit defeat and face worse defeat to come."
17,"If we go back now, then the Ring must remain there: we shall not be able to set out again."
18,"Then sooner or later Rivendell will be besieged, and after a brief and bitter time it will be destroyed."
19,"The Ringwraiths are deadly enemies, but they are only shadows yet of the power and terror they would possess if the Ruling Ring was on their master's hand again.'"
20,"'Then we must go on, if there is a way,' said Frodo with a sigh."
21,Sam sank back into gloom.
22,"`There is a way that we may attempt,' said Gandalf."
23,"`I thought from the beginning, when first I considered this journey, that we should try it."
24,"But it is not a pleasant way, and I have not spoken of it to the Company before."
25,"Aragorn was against it, until the pass over the mountains had at least been tried.'"
26,"`If it is a worse road than the Redhorn Gate, then it must be evil indeed,' said Merry."
27,"`But you had better tell us about it, and let us know the worst at once.'"
28,"'The road that I speak of leads to the Mines of Moria,' said Gandalf."
29,Only Gimli lifted up his head; a smouldering fire was in his eyes.
30,On all the others a dread fell at the mention of that name.
31,"Even to the hobbits it was a legend of vague fear:
     `The road may lead to Moria, but how can we hope that it will lead through Moria? '"
32,said Aragorn darkly.
33,"`It is a name of ill omen,' said Boromir."
34,`Nor do I see the need to go there.
35,"If we cannot cross the mountains, let us journey southwards, until we come to the Gap of Rohan, where men are friendly to my people, taking the road that I followed on my way hither."
36,"Or we might pass by and cross the Isen into Langstrand and Lebennin, and so come to Gondor from the regions nigh to the sea.'"
37,"'Things have changed since you came north, Boromir,' answered Gandalf."
38,'Did you not hear what I told you of Saruman?
39,With him I may have business of my own ere all is over.
40,"But the Ring must not come near Isengard, if that can by any means be prevented."
41,The Gap of Rohan is closed to us while we go with the Bearer.
42,'As for the longer road: we cannot afford the time.
43,"We might spend a year in such a journey, and we should pass through many lands that are empty and harbourless."
44,Yet they would not be safe.
45,The watchful eyes both of Saruman and of the Enemy are on them.
46,"When you came north, Boromir, you were in the Enemy's eyes only one stray wanderer from the South and a matter of small concern to him: his mind was busy with the pursuit of the Ring."
47,"But you return now as a member of the Ring's Company, and you are in peril as long as you remain with us."
48,The danger will increase with every league that we go south under the naked sky.
49,"`Since our open attempt on the mountain-pass our plight has become more desperate, I fear."
50,"I see now little hope, if we do not soon vanish from sight for a while, and cover our trail."
51,"Therefore I advise that we should go neither over the mountains, nor round them, but under them."
52,That is a road at any rate that the Enemy will least expect us to take.'
53,"`We do not know what he expects,' said Boromir."
54,"`He may watch all roads, likely and unlikely."
55,"In that case to enter Moria would be to walk into a trap, hardly better than knocking at the gates of the Dark Tower itself."
56,The name of Moria is black.'
57,"`You speak of what you do not know, when you liken Moria to the stronghold of Sauron,' answered Gandalf."
58,"`I alone of you have ever been in the dungeons of the Dark Lord, and only in his older and lesser dwelling in Dol Guldur."
59,Those who pass the gates of Barad-dûr do not return.
60,But I would not lead you into Moria if there were no hope of coming out again.
61,"If there are Orcs there, it may prove ill for us, that is true."
62,But most of the Orcs of the Misty Mountains were scattered or destroyed in the Battle of Five Armies.
63,The Eagles report that Orcs are gathering again from afar; but there is a hope that Moria is still free.
64,"`There is even a chance that Dwarves are there, and that in some deep hall of his fathers, Balin son of Fundin may be found."
65,"However it may prove, one must tread the path that need chooses!'"
66,"'I will tread the path with you, Gandalf! '"
67,said Gimli.
68,"'I will go and look on the halls of Durin, whatever may wait there-if you can find the doors that are shut.'"
69,"'Good, Gimli! '"
70,said Gandalf.
71,`You encourage me.
72,We will seek the hidden doors together.
73,And we will come through.
74,"In the ruins of the Dwarves, a dwarf's head will be less easy to bewilder than Elves or Men or Hobbits."
75,Yet it will not be the first time that I have been to Moria.
76,I sought there long for Thráin son of Thrór after he was lost.
77,"I passed through, and I came out again alive! '"
78,"`I too once passed the Dimrill Gate,' said Aragorn quietly; 'but though I also came out again, the memory is very evil."
79,I do not wish to enter Moria a second time.'
80,"'And I don't wish to enter it even once,' said Pippin."
81,"'Nor me,' muttered Sam."
82,`Of course not! '
83,said Gandalf.
84,'Who would?
85,"But the question is: who will follow me, if I lead you there? '"
86,"'I will,' said Gimli eagerly."
87,"'I will,' said Aragorn heavily."
88,"`You followed my lead almost to disaster in the snow, and have said no word of blame."
89,I will follow your lead now  if this last warning does not move you.
90,"It is not of the Ring, nor of us others that I am thinking now, but of you, Gandalf."
91,"And I say to you: if you pass the doors of Moria, beware! '"
92,"`I will _not_ go,' said Boromir; 'not unless the vote of the whole company is against me."
93,What do Legolas and the little folk say?
94,The Ring-bearer's voice surely should be heard? '
95,"'I do not wish to go to Moria,' said Legolas."
96,The hobbits said nothing.
97,Sam looked at Frodo.
98,At last Frodo spoke.
99,"`I do not wish to go,' he said; `but neither do I wish to refuse the advice of Gandalf."
100,"I beg that there should be no vote, until we have slept on it."
101,Gandalf will get votes easier in the light of the morning than in this cold gloom.
102,How the wind howls! '
103,At these words all fell into silent thought.
104,"They heard the wind hissing among the rocks and trees, and there was a howling and wailing round them in the empty spaces of the night."
105,Suddenly Aragorn leapt to his feet.
106,'How the wind howls! '
107,he cried.
108,'It is howling with wolf-voices.
109,The Wargs have come west of the Mountains! '
110,'Need we wait until morning then? '
111,said Gandalf.
112,`It is as I said.
113,The hunt is up!
114,"Even if we live to see the dawn, who now will wish to journey south by night with the wild wolves on his trail? '"
115,'How far is Moria? '
116,asked Boromir.
117,"`There was a door south-west of Caradhras, some fifteen miles as the crow flies, and maybe twenty as the wolf runs,' answered Gandalf grimly."
118,"'Then let us start as soon as it is light tomorrow, if we can,' said Boromir."
119,'The wolf that one hears is worse than the orc that one fears.'
120,`True!'
121,"said Aragorn, loosening his sword in its sheath."
122,"`But where the warg howls, there also the orc prowls.'"
123,"`I wish I had taken Elrond's advice,' muttered Pippin to Sam."
124,`I am no good after all.
