sentence_id,sentence
0,"_
            The Breaking of the Fellowship

     Aragorn led them to the right arm of the River."
1,Here upon its western side under the shadow of Tol Brandir a green lawn ran down to the water from the feet of Amon Hen.
2,"Behind it rose the first gentle slopes of the hill clad with trees, and trees marched away westward along the curving shores of the lake."
3,A little spring fell tumbling down and fed the grass.
4,"'Here we will rest tonight,' said Aragorn."
5,`This is the lawn of Parth Galen: a fair place in the summer days of old.
6,Let us hope that no evil has yet come here.'
7,"They drew up their boats on the green banks, and beside them they made their camp."
8,"They set a watch, but had no sight nor sound of their enemies."
9,"If Gollum had contrived to follow them, he remained unseen and unheard."
10,"Nonetheless as the night wore on Aragorn grew uneasy, tossing often in his sleep and waking."
11,"In the small hours he got up and came to Frodo, whose turn it was to watch."
12,`Why are you waking? '
13,asked Frodo.
14,`It is not your watch.'
15,"`I do not know,' answered Aragorn; `but a shadow and a threat has been growing in my sleep."
16,It would be well to draw your sword.'
17,`Why? '
18,said Frodo.
19,`Are enemies at hand? '
20,"`Let us see what Sting may show,' answered Aragorn."
21,Frodo then drew the elf-blade from its sheath.
22,To his dismay the edges gleamed dimly in the night.
23,`Orcs! '
24,he said.
25,"`Not very near, and yet too near, it seems.'"
26,"`I feared as much,' said Aragorn."
27,`But maybe they are not on this side of the River.
28,"The light of Sting is faint, and it may point to no more than spies of Mordor roaming on the slopes of Amon Lhaw."
29,I have never heard before of Orcs upon Amon Hen.
30,"Yet who knows what may happen in these evil days, now that Minas Tirith no longer holds secure the passages of Anduin."
31,We must go warily tomorrow.'
32,The day came like fire and smoke.
33,Low in the East there were black bars of cloud like the fumes of a great burning.
34,The rising sun lit them from beneath with flames of murky red; but soon it climbed above them into a clear sky.
35,The summit of Tol Brandir was tipped with gold.
36,Frodo looked out eastward and gazed at the tall island.
37,Its sides sprang sheer out of the running water.
38,"High up above the tall cliffs were steep slopes upon which trees climbed, mounting one head above another; and above them again were grey faces of inaccessible rock, crowned by a great spire of stone."
39,"Many birds were circling about it, but no sign of other living things could be seen."
40,"When they had eaten, Aragorn called the Company together."
41,"`The day has come at last,' he said: 'the day of choice which we have long delayed."
42,What shall now become of our Company that has travelled so far in fellowship?
43,Shall we turn west with Boromir and go to the wars of Gondor; or turn east to the Fear and Shadow; or shall we break our fellowship and go this way and that as each may choose?
44,Whatever we do must be done soon.
45,We cannot long halt here.
46,"The enemy is on the eastern shore, we know; but I fear that the Orcs may already be on this side of the water.'"
47,There was a long silence in which no one spoke or moved.
48,"'Well, Frodo,' said Aragorn at last."
49,`I fear that the burden is laid upon you.
50,You are the Bearer appointed by the Council.
51,Your own way you alone can choose.
52,In this matter I cannot advise you.
53,"I am not Gandalf, and though I have tried to bear his part, I do not know what design or hope he had for this hour, if indeed he had any."
54,Most likely it seems that if he were here now the choice would still wait on you.
55,Such is your fate.'
56,Frodo did not answer at once.
57,Then he spoke slowly.
58,"`I know that haste is needed, yet I cannot choose."
59,The burden is heavy.
60,"Give me an hour longer, and I will speak."
61,Let me be alone! '
62,Aragorn looked at him with kindly pity.
63,"`Very well, Frodo son of Drogo,' he said."
64,"`You shall have an hour, and you shall be alone."
65,We will stay here for a while.
66,But do not stray far or out of call.'
67,Frodo sat for a moment with his head bowed.
68,"Sam, who had been watching his master with great concern, shook his head and muttered: 'Plain as a pikestaff it is, but it's no good Sam Gamgee putting in his spoke just now.'"
69,",
     Presently Frodo got up and walked away; and Sam saw that while the others restrained themselves and did not stare at him, the eyes of Boromir followed Frodo intently, until he passed out of sight in the trees at the foot of Amon Hen."
70,"Wandering aimlessly at first in the wood, Frodo found that his feet were leading him up towards the slopes of the hill."
71,"He came to a path, the dwindling ruins of a road of long ago."
72,"In steep places stairs of stone had been hewn, but now they were cracked and worn, and split by the roots of trees."
73,"For some while he climbed, not caring which way he went, until he came to a grassy place."
74,"Rowan-trees grew about it, and in the midst was a wide flat stone."
75,The little upland lawn was open upon the East and was filled now with the early sunlight.
76,"Frodo halted and looked out over the River, far below him, to Tol Brandir and the birds wheeling in the great gulf of air between him and the untrodden isle."
77,The voice of Rauros was a mighty roaring mingled with a deep throbbing boom.
78,"He sat down upon the stone and cupped his chin in his hands, staring eastwards but seeing little with his eyes."
79,"All that had happened since Bilbo left the Shire was passing through his mind, and he recalled and pondered everything that he could remember of Gandalf's words."
80,"Time went on, and still he was no nearer to a choice."
81,"Suddenly he awoke from his thoughts: a strange feeling came to him that something was behind him, that unfriendly eyes were upon him."
82,"He sprang up and turned; but all that he saw to his surprise was Boromir, and his face was smiling and kind."
83,"`I was afraid for you, Frodo,' he said, coming forward."
84,"`If Aragorn is right and Orcs are near, then none of us should wander alone, and you least of all: so much depends on you."
85,And my heart too is heavy.
86,"May I stay now and talk for a while, since I have found you?"
87,It would comfort me.
88,"Where there are so many, all speech becomes a debate without end."
89,But two together may perhaps find wisdom.'
90,"`You are kind,' answered Frodo."
91,'But I do not think that any speech will help me.
92,"For I know what I should do, but I am afraid of doing it, Boromir: afraid.'"
93,Boromir stood silent.
94,Rauros roared endlessly on.
95,The wind murmured in the branches of the trees.
96,Frodo shivered.
97,Suddenly Boromir came and sat beside him.
98,`Are you sure that you do not suffer needlessly? '
99,he said.
100,`I wish to help you.
101,You need counsel in your hard choice.
102,Will you not take mine? '
103,"'I think I know already what counsel you would give, Boromir,' said Frodo."
