sentence_id,sentence
0,"_
            The Council of Elrond

     Next day Frodo woke early, feeling refreshed and well."
1,"He walked along the terraces above the loud-flowing Bruinen and watched the pale, cool sun rise above the far mountains, and shine down."
2,"Slanting through the thin silver mist; the dew upon the yellow leaves was glimmering, and the woven nets of gossamer twinkled on every bush."
3,"Sam walked beside him, saying nothing."
4,"but sniffing the air, and looking every now and again with wonder in his eyes at the great heights in the East."
5,The snow was white upon their peaks.
6,On a seat cut in the stone beside a turn in the path they came upon Gandalf and Bilbo deep in talk.
7,`Hullo!
8,Good morning!'
9,said Bilbo.
10,`Feel ready for the great council?'
11,"`I feel ready for anything,' answered Frodo."
12,`But most of all I should like to go walking today and explore the valley.
13,I should like to get into those pine-woods up there.'
14,He pointed away far up the side of Rivendell to the north.
15,"'You may have a chance later,' said Gandalf."
16,`But we cannot make any plans yet.
17,There is much to hear and decide today.'
18,Suddenly as they were talking a single clear bell rang out.
19,"`That is the warning bell for the Council of Elrond,' cried Gandalf."
20,`Come along now!
21,Both you and Bilbo are wanted.'
22,"Frodo and Bilbo followed the wizard quickly along the winding path back to the house; behind them, uninvited and for the moment forgotten, trotted Sam."
23,Gandalf led them to the porch where Frodo had found his friends the evening before.
24,The light of the clear autumn morning was now glowing in the valley.
25,The noise of bubbling waters came up from the foaming river-bed.
26,"Birds were singing, and a wholesome peace lay on the land."
27,"To Frodo his dangerous flight, and the rumours of the darkness growing in the world outside, already seemed only the memories of a troubled dream; but the faces that were turned to meet them as they entered were grave."
28,"Elrond was there, and several others were seated in silence about him."
29,"Frodo saw Glorfindel and Glóin; and in a corner alone Strider was sitting, clad in his old travel-worn clothes again."
30,"Elrond drew Frodo to a seat by his side, and presented him to the company, saying:
     'Here, my friends is the hobbit, Frodo son of Drogo."
31,Few have ever come hither through greater peril or on an errand more urgent.'
32,He then pointed out and named those whom Frodo had not met before.
33,There was a younger dwarf at Glóin's side: his son Gimli.
34,"Beside Glorfindel there were several other counsellors of Elrond's household, of whom Erestor was the chief; and with him was Galdor, an Elf from the Grey Havens who had come on an errand from Círdan the Shipwright."
35,"There was also a strange Elf clad in green and brown, Legolas, a messenger from his father, Thranduil, the King of the Elves of Northern Mirkwood."
36,"And seated a little apart was a tall man with a fair and noble face, dark-haired and grey-eyed, proud and stern of glance."
37,"He was cloaked and booted as if for a journey on horseback; and indeed though his garments were rich, and his cloak was lined with fur, they were stained with long travel."
38,He had a collar of silver in which a single white stone was set; his locks were shorn about his shoulders.
39,On a baldric he wore a great horn tipped with silver that now was laid upon his knees.
40,He gazed at Frodo and Bilbo with sudden wonder.
41,"`Here,' said Elrond, turning to Gandalf, `is Boromir, a man from the South."
42,"He arrived in the grey morning, and seeks for counsel."
43,"I have bidden him to be present, for here his questions will be answered.'"
44,Not all that was spoken and debated in the Council need now be told.
