sentence_id,sentence
0,"_
            The Old Forest

     Frodo woke suddenly."
1,It was still dark in the room.
2,"Merry was standing there with a candle in one hand, and banging on the door with the other."
3,'All right!
4,What is it?'
5,"said Frodo, still shaken and bewildered."
6,'What is it!'
7,cried Merry.
8,'It is time to get up.
9,It is half past four and very foggy.
10,Come on!
11,Sam is already getting breakfast ready.
12,Even Pippin is up.
13,"I am just going to saddle the ponies, and fetch the one that is to be the baggage-carrier."
14,Wake that sluggard Fatty!
15,At least he must get up and see us off.'
16,Soon after six o'clock the five hobbits were ready to start.
17,Fatty Bolger was still yawning.
18,They stole quietly out of the house.
19,"Merry went in front leading a laden pony, and took his way along a path that went through a spinney behind the house, and then cut across several fields."
20,"The leaves of trees were glistening, and every twig was dripping; the grass was grey with cold dew."
21,"Everything was still, and far-away noises seemed near and clear: fowls chattering in a yard, someone closing a door of a distant house."
22,"In their shed they found the ponies; sturdy little beasts of the kind loved by hobbits, not speedy, but good for a long day's work."
23,"They mounted, and soon they were riding off into the mist, which seemed to open reluctantly before them and close forbiddingly behind them."
24,"After riding for about an hour, slowly and without talking, they saw the Hedge looming suddenly ahead."
25,It was tall and netted over with silver cobwebs.
26,'How are you going to get through this?'
27,asked Fredegar.
28,'Follow me!'
29,"said Merry, 'and you will see.'"
30,"He turned to the left along the Hedge, and soon they came to a point where it bent inwards, running along the lip of a hollow."
31,"A cutting had been made, at some distance from the Hedge, and went sloping gently down into the ground."
32,"It had walls of brick at the sides, which rose steadily, until suddenly they arched over and formed a tunnel that dived deep under the Hedge and came out in the hollow on the other side."
33,Here Fatty Bolger halted.
34,"'Good-bye, Frodo!'"
35,he said.
36,'I wish you were not going into the Forest.
37,I only hope you will not need rescuing before the day is out.
38,But good luck to you  today and every day!'
39,"'If there are no worse things ahead than the Old Forest, I shall be lucky,' said Frodo."
40,'Tell Gandalf to hurry along the East Road: we shall soon be back on it and going as fast as we can.'
41,'Good-bye!'
42,"they cried, and rode down the slope and disappeared from Fredegar's sight into the tunnel."
43,It was dark and damp.
44,At the far end it was closed by a gate of thick-set iron bars.
45,"Merry got down and unlocked the gate, and when they had all passed through he pushed it to again."
46,"It shut with a clang, and the lock clicked."
47,The sound was ominous.
48,'There!'
49,said Merry.
50,"'You have left the Shire, and are now outside, and on the edge of the Old Forest.'"
51,'Are the stories about it true?'
52,asked Pippin.
53,"'I don't know what stories you mean,' Merry answered."
54,"'If you mean the old bogey-stories Fatty's nurses used to tell him, about goblins and wolves and things of that sort, I should say no."
55,At any rate I don't believe them.
56,But the Forest _is_ queer.
57,"Everything in it is very much more alive, more aware of what is going on, so to speak, than things are in the Shire."
58,And the trees do not like strangers.
59,They watch you.
60,"They are usually content merely to watch you, as long as daylight lasts, and don't do much."
61,"Occasionally the most unfriendly ones may drop a branch, or stick a root out, or grasp at you with a long trailer."
62,"But at night things can be most alarming, or so I am told."
63,"I have only once or twice been in here after dark, and then only near the hedge."
64,"I thought all the trees were whispering to each other, passing news and plots along in an unintelligible language; and the branches swayed and groped without any wind."
65,"They do say the trees do actually move, and can surround strangers and hem them in."
66,"In fact long ago they attacked the Hedge: they came and planted themselves right by it, and leaned over it."
67,"But the hobbits came and cut down hundreds of trees, and made a great bonfire in the Forest, and burned all the ground in a long strip east of the Hedge."
68,"After that the trees gave up the attack, but they became very unfriendly."
69,There is still a wide bare space not far inside where the bonfire was made.'
70,'Is it only the trees that are dangerous?'
71,asked Pippin.
72,"'There are various queer things living deep in the Forest, and on the far side,' said Merry, 'or at least I have heard so; but I have never seen any of them."
73,But something makes paths.
74,Whenever one comes inside one finds open tracks; but they seem to shift and change from time to time in a queer fashion.
75,"Not far from this tunnel there is, or was for a long time, the beginning of quite a broad path leading to the Bonfire Glade, and then on more or less in our direction, east and a little north."
76,That is the path I am going to try and find.'
77,The hobbits now left the tunnel-gate and rode across the wide hollow.
78,"On the far side was a faint path leading up on to the floor of the Forest, a hundred yards and more beyond the Hedge; but it vanished as soon as it brought them under the trees."
79,Looking back they could see the dark line of the Hedge through the stems of trees that were already thick about them.
80,"Looking ahead they could see only tree-trunks of innumerable sizes and shapes: straight or bent, twisted, leaning, squat or slender, smooth or gnarled and branched; and all the stems were green or grey with moss and slimy, shaggy growths."
81,Merry alone seemed fairly cheerful.
82,"'You had better lead on and find that path,' Frodo said to him."
83,"'Don't let us lose one another, or forget which way the Hedge lies!'"
84,"They picked a way among the trees, and their ponies plodded along, carefully avoiding the many writhing and interlacing roots."
85,There was no undergrowth.
86,"The ground was rising steadily, and as they went forward it seemed that the trees became taller, darker, and thicker."
87,"There was no sound, except an occasional drip of moisture falling through the still leaves."
88,"For the moment there was no whispering or movement among the branches; but they all got an uncomfortable feeling that they were being watched with disapproval, deepening to dislike and even enmity."
89,"The feeling steadily grew, until they found themselves looking up quickly, or glancing back over their shoulders, as if they expected a sudden blow."
90,"There was not as yet any sign of a path, and the trees seemed constantly to bar their way."
91,"Pippin suddenly felt that he could not bear it any longer, and without warning let out a shout."
92,'Oi!
93,Oi!'
94,he cried.
95,'I am not going to do anything.
96,"Just let me pass through, will you!'"
97,The others halted startled; but the cry fell as if muffled by a heavy curtain.
98,There was no echo or answer though the wood seemed to become more crowded and more watchful than before.
99,"'I should not shout, if I were you,' said Merry."
100,It does more harm than good.'
101,"Frodo began to wonder if it were possible to find a way through, and if he had been right to make the others come into this abominable wood."
102,"Merry was looking from side to side, and seemed already uncertain which way to go."
103,Pippin noticed it.
104,"'It has not taken you long to lose us,' he said."
105,But at that moment Merry gave a whistle of relief and pointed ahead.
106,"'Well, well!'"
107,he said.
108,'These trees _do_ shift.
109,"There is the Bonfire Glade in front of us (or I hope so), but the path to it seems to have moved away!'"
110,The light grew clearer as they went forward.
111,Suddenly they came out of the trees and found themselves in a wide circular space.
112,"There was sky above them, blue and clear to their surprise, for down under the Forest-roof they had not been able to see the rising morning and the lifting of the mist."
113,"The sun was not, however, high enough yet to shine down into the clearing, though its light was on the tree-tops."
114,"The leaves were all thicker and greener about the edges of the glade, enclosing it with an almost solid wall."
115,"No tree grew there, only rough grass and many tall plants: stalky and faded hemlocks and wood-parsley, fire-weed seeding into fluffy ashes, and rampant nettles and thistles."
116,A dreary place: but it seemed a charming and cheerful garden after the close Forest.
117,"The hobbits felt encouraged, and looked up hopefully at the broadening daylight in the sky."
118,"At the far side of the glade there was a break in the wall of trees, and a clear path beyond it."
119,"They could see it running on into the wood, wide in places and open above, though every now and again the trees drew in and overshadowed it with their dark boughs."
120,Up this path they rode.
121,"They were still climbing gently, but they now went much quicker, and with better heart; for it seemed to them that the Forest had relented, and was going to let them pass unhindered after all."
122,But after a while the air began to get hot and stuffy.
123,"The trees drew close again on either side, and they could no longer see far ahead."
124,Now stronger than ever they felt again the ill will of the wood pressing on them.
125,"So silent was it that the fall of their ponies' hoofs, rustling on dead leaves and occasionally stumbling on hidden roots, seemed to thud in their ears."
126,"Frodo tried to sing a song to encourage them, but his voice sank to a murmur."
127,O!
128,"Wanderers in the shadowed land
           despair not!"
129,"For though dark they stand,
           all woods there be must end at last,
           and see the open sun go past:
           the setting sun, the rising sun,
           the day's end, or the day begun."
130,"For east or west all woods must fail ...


     _Fail -_ even as he said the word his voice faded into silence."
131,The air seemed heavy and the making of words wearisome.
132,Just behind them a large branch fell from an old overhanging tree with a crash into the path.
133,The trees seemed to close in before them.
